UR #	ILLOC	SR	
23586	IMP	Not Verb O1 O2 Adv                                	
23587	IMP	Not Verb O1 O2 P O3 Adv                           	
23588	IMP	Not Verb O1 O2 P O3                               	
23589	IMP	Not Verb O1 O2                                    	
23590	IMP	Not Verb O1 P O3 Adv                              	
23591	IMP	Not Verb O1 P O3                                  	
23592	IMP	Not Verb O1                                       	
23593	IMP	Not Verb P O3 Adv                                 	
23594	IMP	Not Verb P O3                                     	
23595	IMP	Not Verb                                          	
23596	IMP	Verb Adv                                          	
23597	IMP	Verb O1 Adv                                       	
23598	IMP	Verb O1 O2 Adv                                    	
23599	IMP	Verb O1 O2 P O3 Adv                               	
23600	IMP	Verb O1 O2 P O3                                   	
23601	IMP	Verb O1 O2                                        	
23602	IMP	Verb O1 P O3 Adv                                  	
23603	IMP	Verb O1 P O3                                      	
23604	IMP	Verb O1                                           	
23605	IMP	Verb P O3 Adv                                     	
23606	IMP	Verb P O3                                         	
23607	IMP	Verb                                              	
23932	Q  	Aux Never Verb Adv S                              	
23934	Q  	Aux Never Verb O1 Adv S                           	
23936	Q  	Aux Never Verb O1 O2 Adv S                        	
23938	Q  	Aux Never Verb O1 O2 P O3 Adv S                   	
23940	Q  	Aux Never Verb O1 O2 P O3 S                       	
23942	Q  	Aux Never Verb O1 O2 S                            	
23944	Q  	Aux Never Verb O1 P O3 Adv S                      	
23946	Q  	Aux Never Verb O1 P O3 S                          	
23948	Q  	Aux Never Verb O1 S                               	
23950	Q  	Aux Never Verb P O3 Adv S                         	
23952	Q  	Aux Never Verb P O3 S                             	
23954	Q  	Aux Never Verb S                                  	
23956	Q  	Aux Not Verb Adv S                                	
23958	Q  	Aux Not Verb O1 Adv S                             	
23960	Q  	Aux Not Verb O1 O2 Adv S                          	
23962	Q  	Aux Not Verb O1 O2 P O3 Adv S                     	
23964	Q  	Aux Not Verb O1 O2 P O3 S                         	
23966	Q  	Aux Not Verb O1 O2 S                              	
23968	Q  	Aux Not Verb O1 P O3 Adv S                        	
23970	Q  	Aux Not Verb O1 P O3 S                            	
23972	Q  	Aux Not Verb O1 S                                 	
23974	Q  	Aux Not Verb P O3 Adv S                           	
23976	Q  	Aux Not Verb P O3 S                               	
23978	Q  	Aux Not Verb S                                    	
23980	Q  	Aux Verb Adv S                                    	
23982	Q  	Aux Verb O1 Adv S                                 	
23984	Q  	Aux Verb O1 O2 Adv S                              	
23986	Q  	Aux Verb O1 O2 P O3 Adv S                         	
23988	Q  	Aux Verb O1 O2 P O3 S                             	
23990	Q  	Aux Verb O1 O2 S                                  	
23992	Q  	Aux Verb O1 P O3 Adv S                            	
23994	Q  	Aux Verb O1 P O3 S                                	
23996	Q  	Aux Verb O1 S                                     	
23998	Q  	Aux Verb P O3 Adv S                               	
24000	Q  	Aux Verb P O3 S                                   	
24002	Q  	Aux Verb S                                        	
28292	Q  	Adv Aux Never Verb O1 O2 P O3[+WH] S              	
28294	Q  	Adv Aux Never Verb O1 O2[+WH] S                   	
28296	Q  	Adv Aux Never Verb O1 O2[+WH] P O3 S              	
28298	Q  	Adv Aux Never Verb O1 P O3[+WH] S                 	
28300	Q  	Adv Aux Never Verb O1[+WH] S                      	
28302	Q  	Adv Aux Never Verb O1[+WH] O2 S                   	
28304	Q  	Adv Aux Never Verb O1[+WH] O2 P O3 S              	
28306	Q  	Adv Aux Never Verb O1[+WH] P O3 S                 	
28308	Q  	Adv Aux Never Verb P O3[+WH] S                    	
28310	Q  	Adv Aux Not Verb O1 O2 P O3[+WH] S                	
28312	Q  	Adv Aux Not Verb O1 O2[+WH] S                     	
28314	Q  	Adv Aux Not Verb O1 O2[+WH] P O3 S                	
28316	Q  	Adv Aux Not Verb O1 P O3[+WH] S                   	
28318	Q  	Adv Aux Not Verb O1[+WH] S                        	
28320	Q  	Adv Aux Not Verb O1[+WH] O2 S                     	
28322	Q  	Adv Aux Not Verb O1[+WH] O2 P O3 S                	
28324	Q  	Adv Aux Not Verb O1[+WH] P O3 S                   	
28326	Q  	Adv Aux Not Verb P O3[+WH] S                      	
28328	Q  	Adv Aux Verb O1 O2 P O3[+WH] S                    	
28330	Q  	Adv Aux Verb O1 O2[+WH] S                         	
28332	Q  	Adv Aux Verb O1 O2[+WH] P O3 S                    	
28334	Q  	Adv Aux Verb O1 P O3[+WH] S                       	
28336	Q  	Adv Aux Verb O1[+WH] S                            	
28338	Q  	Adv Aux Verb O1[+WH] O2 S                         	
28340	Q  	Adv Aux Verb O1[+WH] O2 P O3 S                    	
28342	Q  	Adv Aux Verb O1[+WH] P O3 S                       	
28344	Q  	Adv Aux Verb P O3[+WH] S                          	
28400	Q  	Adv Aux Never Verb S[+WH]                         	
28401	Q  	Adv Aux Never Verb O1 S[+WH]                      	
28402	Q  	Adv Aux Never Verb O1 O2 S[+WH]                   	
28403	Q  	Adv Aux Never Verb O1 O2 P O3 S[+WH]              	
28404	Q  	Adv Aux Never Verb O1 P O3 S[+WH]                 	
28405	Q  	Adv Aux Never Verb P O3 S[+WH]                    	
28406	Q  	Adv Aux Not Verb S[+WH]                           	
28407	Q  	Adv Aux Not Verb O1 S[+WH]                        	
28408	Q  	Adv Aux Not Verb O1 O2 S[+WH]                     	
28409	Q  	Adv Aux Not Verb O1 O2 P O3 S[+WH]                	
28410	Q  	Adv Aux Not Verb O1 P O3 S[+WH]                   	
28411	Q  	Adv Aux Not Verb P O3 S[+WH]                      	
28412	Q  	Adv Aux Verb S[+WH]                               	
28413	Q  	Adv Aux Verb O1 S[+WH]                            	
28414	Q  	Adv Aux Verb O1 O2 S[+WH]                         	
28415	Q  	Adv Aux Verb O1 O2 P O3 S[+WH]                    	
28416	Q  	Adv Aux Verb O1 P O3 S[+WH]                       	
28417	Q  	Adv Aux Verb P O3 S[+WH]                          	
34940	Q  	Adv[+WH] Aux Never Verb S                         	
34942	Q  	Adv[+WH] Aux Never Verb O1 S                      	
34944	Q  	Adv[+WH] Aux Never Verb O1 O2 S                   	
34946	Q  	Adv[+WH] Aux Never Verb O1 O2 P O3 S              	
34948	Q  	Adv[+WH] Aux Never Verb O1 P O3 S                 	
34950	Q  	Adv[+WH] Aux Never Verb P O3 S                    	
34952	Q  	Adv[+WH] Aux Not Verb S                           	
34954	Q  	Adv[+WH] Aux Not Verb O1 S                        	
34956	Q  	Adv[+WH] Aux Not Verb O1 O2 S                     	
34958	Q  	Adv[+WH] Aux Not Verb O1 O2 P O3 S                	
34960	Q  	Adv[+WH] Aux Not Verb O1 P O3 S                   	
34962	Q  	Adv[+WH] Aux Not Verb P O3 S                      	
34964	Q  	Adv[+WH] Aux Verb S                               	
34966	Q  	Adv[+WH] Aux Verb O1 S                            	
34968	Q  	Adv[+WH] Aux Verb O1 O2 S                         	
34970	Q  	Adv[+WH] Aux Verb O1 O2 P O3 S                    	
34972	Q  	Adv[+WH] Aux Verb O1 P O3 S                       	
34974	Q  	Adv[+WH] Aux Verb P O3 S                          	
38644	Q  	O1 Aux Never Verb Adv[+WH] S                      	
38646	Q  	O1 Aux Never Verb O2 Adv[+WH] S                   	
38648	Q  	O1 Aux Never Verb O2 P O3 Adv[+WH] S              	
38650	Q  	O1 Aux Never Verb O2 P O3[+WH] Adv S              	
38652	Q  	O1 Aux Never Verb O2 P O3[+WH] S                  	
38654	Q  	O1 Aux Never Verb O2[+WH] Adv S                   	
38656	Q  	O1 Aux Never Verb O2[+WH] P O3 Adv S              	
38658	Q  	O1 Aux Never Verb O2[+WH] P O3 S                  	
38660	Q  	O1 Aux Never Verb O2[+WH] S                       	
38662	Q  	O1 Aux Never Verb P O3 Adv[+WH] S                 	
38664	Q  	O1 Aux Never Verb P O3[+WH] Adv S                 	
38666	Q  	O1 Aux Never Verb P O3[+WH] S                     	
38668	Q  	O1 Aux Not Verb Adv[+WH] S                        	
38670	Q  	O1 Aux Not Verb O2 Adv[+WH] S                     	
38672	Q  	O1 Aux Not Verb O2 P O3 Adv[+WH] S                	
38674	Q  	O1 Aux Not Verb O2 P O3[+WH] Adv S                	
38676	Q  	O1 Aux Not Verb O2 P O3[+WH] S                    	
38678	Q  	O1 Aux Not Verb O2[+WH] Adv S                     	
38680	Q  	O1 Aux Not Verb O2[+WH] P O3 Adv S                	
38682	Q  	O1 Aux Not Verb O2[+WH] P O3 S                    	
38684	Q  	O1 Aux Not Verb O2[+WH] S                         	
38686	Q  	O1 Aux Not Verb P O3 Adv[+WH] S                   	
38688	Q  	O1 Aux Not Verb P O3[+WH] Adv S                   	
38690	Q  	O1 Aux Not Verb P O3[+WH] S                       	
38692	Q  	O1 Aux Verb Adv[+WH] S                            	
38694	Q  	O1 Aux Verb O2 Adv[+WH] S                         	
38696	Q  	O1 Aux Verb O2 P O3 Adv[+WH] S                    	
38698	Q  	O1 Aux Verb O2 P O3[+WH] Adv S                    	
38700	Q  	O1 Aux Verb O2 P O3[+WH] S                        	
38702	Q  	O1 Aux Verb O2[+WH] Adv S                         	
38704	Q  	O1 Aux Verb O2[+WH] P O3 Adv S                    	
38706	Q  	O1 Aux Verb O2[+WH] P O3 S                        	
38708	Q  	O1 Aux Verb O2[+WH] S                             	
38710	Q  	O1 Aux Verb P O3 Adv[+WH] S                       	
38712	Q  	O1 Aux Verb P O3[+WH] Adv S                       	
38714	Q  	O1 Aux Verb P O3[+WH] S                           	
38788	Q  	O1 Aux Never Verb Adv S[+WH]                      	
38789	Q  	O1 Aux Never Verb O2 Adv S[+WH]                   	
38790	Q  	O1 Aux Never Verb O2 P O3 Adv S[+WH]              	
38791	Q  	O1 Aux Never Verb O2 P O3 S[+WH]                  	
38792	Q  	O1 Aux Never Verb O2 S[+WH]                       	
38793	Q  	O1 Aux Never Verb P O3 Adv S[+WH]                 	
38794	Q  	O1 Aux Never Verb P O3 S[+WH]                     	
38795	Q  	O1 Aux Never Verb S[+WH]                          	
38796	Q  	O1 Aux Not Verb Adv S[+WH]                        	
38797	Q  	O1 Aux Not Verb O2 Adv S[+WH]                     	
38798	Q  	O1 Aux Not Verb O2 P O3 Adv S[+WH]                	
38799	Q  	O1 Aux Not Verb O2 P O3 S[+WH]                    	
38800	Q  	O1 Aux Not Verb O2 S[+WH]                         	
38801	Q  	O1 Aux Not Verb P O3 Adv S[+WH]                   	
38802	Q  	O1 Aux Not Verb P O3 S[+WH]                       	
38803	Q  	O1 Aux Not Verb S[+WH]                            	
38804	Q  	O1 Aux Verb Adv S[+WH]                            	
38805	Q  	O1 Aux Verb O2 Adv S[+WH]                         	
38806	Q  	O1 Aux Verb O2 P O3 Adv S[+WH]                    	
38807	Q  	O1 Aux Verb O2 P O3 S[+WH]                        	
38808	Q  	O1 Aux Verb O2 S[+WH]                             	
38809	Q  	O1 Aux Verb P O3 Adv S[+WH]                       	
38810	Q  	O1 Aux Verb P O3 S[+WH]                           	
38811	Q  	O1 Aux Verb S[+WH]                                	
47508	Q  	O1[+WH] Aux Never Verb Adv S                      	
47510	Q  	O1[+WH] Aux Never Verb O2 Adv S                   	
47512	Q  	O1[+WH] Aux Never Verb O2 P O3 Adv S              	
47514	Q  	O1[+WH] Aux Never Verb O2 P O3 S                  	
47516	Q  	O1[+WH] Aux Never Verb O2 S                       	
47518	Q  	O1[+WH] Aux Never Verb P O3 Adv S                 	
47520	Q  	O1[+WH] Aux Never Verb P O3 S                     	
47522	Q  	O1[+WH] Aux Never Verb S                          	
47524	Q  	O1[+WH] Aux Not Verb Adv S                        	
47526	Q  	O1[+WH] Aux Not Verb O2 Adv S                     	
47528	Q  	O1[+WH] Aux Not Verb O2 P O3 Adv S                	
47530	Q  	O1[+WH] Aux Not Verb O2 P O3 S                    	
47532	Q  	O1[+WH] Aux Not Verb O2 S                         	
47534	Q  	O1[+WH] Aux Not Verb P O3 Adv S                   	
47536	Q  	O1[+WH] Aux Not Verb P O3 S                       	
47538	Q  	O1[+WH] Aux Not Verb S                            	
47540	Q  	O1[+WH] Aux Verb Adv S                            	
47542	Q  	O1[+WH] Aux Verb O2 Adv S                         	
47544	Q  	O1[+WH] Aux Verb O2 P O3 Adv S                    	
47546	Q  	O1[+WH] Aux Verb O2 P O3 S                        	
47548	Q  	O1[+WH] Aux Verb O2 S                             	
47550	Q  	O1[+WH] Aux Verb P O3 Adv S                       	
47552	Q  	O1[+WH] Aux Verb P O3 S                           	
47554	Q  	O1[+WH] Aux Verb S                                	
50668	Q  	O2 Aux Never Verb O1 Adv[+WH] S                   	
50670	Q  	O2 Aux Never Verb O1 P O3 Adv[+WH] S              	
50672	Q  	O2 Aux Never Verb O1 P O3[+WH] Adv S              	
50674	Q  	O2 Aux Never Verb O1 P O3[+WH] S                  	
50676	Q  	O2 Aux Never Verb O1[+WH] Adv S                   	
50678	Q  	O2 Aux Never Verb O1[+WH] P O3 Adv S              	
50680	Q  	O2 Aux Never Verb O1[+WH] P O3 S                  	
50682	Q  	O2 Aux Never Verb O1[+WH] S                       	
50684	Q  	O2 Aux Not Verb O1 Adv[+WH] S                     	
50686	Q  	O2 Aux Not Verb O1 P O3 Adv[+WH] S                	
50688	Q  	O2 Aux Not Verb O1 P O3[+WH] Adv S                	
50690	Q  	O2 Aux Not Verb O1 P O3[+WH] S                    	
50692	Q  	O2 Aux Not Verb O1[+WH] Adv S                     	
50694	Q  	O2 Aux Not Verb O1[+WH] P O3 Adv S                	
50696	Q  	O2 Aux Not Verb O1[+WH] P O3 S                    	
50698	Q  	O2 Aux Not Verb O1[+WH] S                         	
50700	Q  	O2 Aux Verb O1 Adv[+WH] S                         	
50702	Q  	O2 Aux Verb O1 P O3 Adv[+WH] S                    	
50704	Q  	O2 Aux Verb O1 P O3[+WH] Adv S                    	
50706	Q  	O2 Aux Verb O1 P O3[+WH] S                        	
50708	Q  	O2 Aux Verb O1[+WH] Adv S                         	
50710	Q  	O2 Aux Verb O1[+WH] P O3 Adv S                    	
50712	Q  	O2 Aux Verb O1[+WH] P O3 S                        	
50714	Q  	O2 Aux Verb O1[+WH] S                             	
50764	Q  	O2 Aux Never Verb O1 Adv S[+WH]                   	
50765	Q  	O2 Aux Never Verb O1 P O3 Adv S[+WH]              	
50766	Q  	O2 Aux Never Verb O1 P O3 S[+WH]                  	
50767	Q  	O2 Aux Never Verb O1 S[+WH]                       	
50768	Q  	O2 Aux Not Verb O1 Adv S[+WH]                     	
50769	Q  	O2 Aux Not Verb O1 P O3 Adv S[+WH]                	
50770	Q  	O2 Aux Not Verb O1 P O3 S[+WH]                    	
50771	Q  	O2 Aux Not Verb O1 S[+WH]                         	
50772	Q  	O2 Aux Verb O1 Adv S[+WH]                         	
50773	Q  	O2 Aux Verb O1 P O3 Adv S[+WH]                    	
50774	Q  	O2 Aux Verb O1 P O3 S[+WH]                        	
50775	Q  	O2 Aux Verb O1 S[+WH]                             	
55972	Q  	O2[+WH] Aux Never Verb O1 Adv S                   	
55974	Q  	O2[+WH] Aux Never Verb O1 P O3 Adv S              	
55976	Q  	O2[+WH] Aux Never Verb O1 P O3 S                  	
55978	Q  	O2[+WH] Aux Never Verb O1 S                       	
55980	Q  	O2[+WH] Aux Not Verb O1 Adv S                     	
55982	Q  	O2[+WH] Aux Not Verb O1 P O3 Adv S                	
55984	Q  	O2[+WH] Aux Not Verb O1 P O3 S                    	
55986	Q  	O2[+WH] Aux Not Verb O1 S                         	
55988	Q  	O2[+WH] Aux Verb O1 Adv S                         	
55990	Q  	O2[+WH] Aux Verb O1 P O3 Adv S                    	
55992	Q  	O2[+WH] Aux Verb O1 P O3 S                        	
55994	Q  	O2[+WH] Aux Verb O1 S                             	
71076	Q  	S Aux Never Verb Adv[+WH]                         	
71077	Q  	S Aux Never Verb O1 Adv[+WH]                      	
71078	Q  	S Aux Never Verb O1 O2 Adv[+WH]                   	
71079	Q  	S Aux Never Verb O1 O2 P O3 Adv[+WH]              	
71080	Q  	S Aux Never Verb O1 O2 P O3[+WH] Adv              	
71081	Q  	S Aux Never Verb O1 O2 P O3[+WH]                  	
71082	Q  	S Aux Never Verb O1 O2[+WH] Adv                   	
71083	Q  	S Aux Never Verb O1 O2[+WH] P O3 Adv              	
71084	Q  	S Aux Never Verb O1 O2[+WH] P O3                  	
71085	Q  	S Aux Never Verb O1 O2[+WH]                       	
71086	Q  	S Aux Never Verb O1 P O3 Adv[+WH]                 	
71087	Q  	S Aux Never Verb O1 P O3[+WH] Adv                 	
71088	Q  	S Aux Never Verb O1 P O3[+WH]                     	
71089	Q  	S Aux Never Verb O1[+WH] Adv                      	
71090	Q  	S Aux Never Verb O1[+WH] O2 Adv                   	
71091	Q  	S Aux Never Verb O1[+WH] O2 P O3 Adv              	
71092	Q  	S Aux Never Verb O1[+WH] O2 P O3                  	
71093	Q  	S Aux Never Verb O1[+WH] O2                       	
71094	Q  	S Aux Never Verb O1[+WH] P O3 Adv                 	
71095	Q  	S Aux Never Verb O1[+WH] P O3                     	
71096	Q  	S Aux Never Verb O1[+WH]                          	
71097	Q  	S Aux Never Verb P O3 Adv[+WH]                    	
71098	Q  	S Aux Never Verb P O3[+WH] Adv                    	
71099	Q  	S Aux Never Verb P O3[+WH]                        	
71100	Q  	S Aux Not Verb Adv[+WH]                           	
71101	Q  	S Aux Not Verb O1 Adv[+WH]                        	
71102	Q  	S Aux Not Verb O1 O2 Adv[+WH]                     	
71103	Q  	S Aux Not Verb O1 O2 P O3 Adv[+WH]                	
71104	Q  	S Aux Not Verb O1 O2 P O3[+WH] Adv                	
71105	Q  	S Aux Not Verb O1 O2 P O3[+WH]                    	
71106	Q  	S Aux Not Verb O1 O2[+WH] Adv                     	
71107	Q  	S Aux Not Verb O1 O2[+WH] P O3 Adv                	
71108	Q  	S Aux Not Verb O1 O2[+WH] P O3                    	
71109	Q  	S Aux Not Verb O1 O2[+WH]                         	
71110	Q  	S Aux Not Verb O1 P O3 Adv[+WH]                   	
71111	Q  	S Aux Not Verb O1 P O3[+WH] Adv                   	
71112	Q  	S Aux Not Verb O1 P O3[+WH]                       	
71113	Q  	S Aux Not Verb O1[+WH] Adv                        	
71114	Q  	S Aux Not Verb O1[+WH] O2 Adv                     	
71115	Q  	S Aux Not Verb O1[+WH] O2 P O3 Adv                	
71116	Q  	S Aux Not Verb O1[+WH] O2 P O3                    	
71117	Q  	S Aux Not Verb O1[+WH] O2                         	
71118	Q  	S Aux Not Verb O1[+WH] P O3 Adv                   	
71119	Q  	S Aux Not Verb O1[+WH] P O3                       	
71120	Q  	S Aux Not Verb O1[+WH]                            	
71121	Q  	S Aux Not Verb P O3 Adv[+WH]                      	
71122	Q  	S Aux Not Verb P O3[+WH] Adv                      	
71123	Q  	S Aux Not Verb P O3[+WH]                          	
71124	Q  	S Aux Verb Adv[+WH]                               	
71125	Q  	S Aux Verb O1 Adv[+WH]                            	
71126	Q  	S Aux Verb O1 O2 Adv[+WH]                         	
71127	Q  	S Aux Verb O1 O2 P O3 Adv[+WH]                    	
71128	Q  	S Aux Verb O1 O2 P O3[+WH] Adv                    	
71129	Q  	S Aux Verb O1 O2 P O3[+WH]                        	
71130	Q  	S Aux Verb O1 O2[+WH] Adv                         	
71131	Q  	S Aux Verb O1 O2[+WH] P O3 Adv                    	
71132	Q  	S Aux Verb O1 O2[+WH] P O3                        	
71133	Q  	S Aux Verb O1 O2[+WH]                             	
71134	Q  	S Aux Verb O1 P O3 Adv[+WH]                       	
71135	Q  	S Aux Verb O1 P O3[+WH] Adv                       	
71136	Q  	S Aux Verb O1 P O3[+WH]                           	
71137	Q  	S Aux Verb O1[+WH] Adv                            	
71138	Q  	S Aux Verb O1[+WH] O2 Adv                         	
71139	Q  	S Aux Verb O1[+WH] O2 P O3 Adv                    	
71140	Q  	S Aux Verb O1[+WH] O2 P O3                        	
71141	Q  	S Aux Verb O1[+WH] O2                             	
71142	Q  	S Aux Verb O1[+WH] P O3 Adv                       	
71143	Q  	S Aux Verb O1[+WH] P O3                           	
71144	Q  	S Aux Verb O1[+WH]                                	
71145	Q  	S Aux Verb P O3 Adv[+WH]                          	
71146	Q  	S Aux Verb P O3[+WH] Adv                          	
71147	Q  	S Aux Verb P O3[+WH]                              	
77720	Q  	S[+WH] Aux Never Verb Adv                         	
77721	Q  	S[+WH] Aux Never Verb O1 Adv                      	
77722	Q  	S[+WH] Aux Never Verb O1 O2 Adv                   	
77723	Q  	S[+WH] Aux Never Verb O1 O2 P O3 Adv              	
77724	Q  	S[+WH] Aux Never Verb O1 O2 P O3                  	
77725	Q  	S[+WH] Aux Never Verb O1 O2                       	
77726	Q  	S[+WH] Aux Never Verb O1 P O3 Adv                 	
77727	Q  	S[+WH] Aux Never Verb O1 P O3                     	
77728	Q  	S[+WH] Aux Never Verb O1                          	
77729	Q  	S[+WH] Aux Never Verb P O3 Adv                    	
77730	Q  	S[+WH] Aux Never Verb P O3                        	
77731	Q  	S[+WH] Aux Never Verb                             	
77732	Q  	S[+WH] Aux Not Verb Adv                           	
77733	Q  	S[+WH] Aux Not Verb O1 Adv                        	
77734	Q  	S[+WH] Aux Not Verb O1 O2 Adv                     	
77735	Q  	S[+WH] Aux Not Verb O1 O2 P O3 Adv                	
77736	Q  	S[+WH] Aux Not Verb O1 O2 P O3                    	
77737	Q  	S[+WH] Aux Not Verb O1 O2                         	
77738	Q  	S[+WH] Aux Not Verb O1 P O3 Adv                   	
77739	Q  	S[+WH] Aux Not Verb O1 P O3                       	
