UR #	ILLOC	SR	
8395	DEC	O2 S Aux Verb O1                                  	
8408	DEC	O2 S Never Verb O1 Adv                            	
8409	DEC	O2 S Never Verb O1 P O3 Adv                       	
8410	DEC	O2 S Never Verb O1 P O3                           	
8411	DEC	O2 S Never Verb O1                                	
8436	DEC	O2 S Verb O1 Adv                                  	
8437	DEC	O2 S Verb O1 P O3 Adv                             	
8438	DEC	O2 S Verb O1 P O3                                 	
8439	DEC	O2 S Verb O1                                      	
15596	DEC	S Aux Never Verb Adv                              	
15597	DEC	S Aux Never Verb O1 Adv                           	
15598	DEC	S Aux Never Verb O1 O2 Adv                        	
15599	DEC	S Aux Never Verb O1 O2 P O3 Adv                   	
15600	DEC	S Aux Never Verb O1 O2 P O3                       	
15601	DEC	S Aux Never Verb O1 O2                            	
15602	DEC	S Aux Never Verb O1 P O3 Adv                      	
15603	DEC	S Aux Never Verb O1 P O3                          	
15604	DEC	S Aux Never Verb O1                               	
15605	DEC	S Aux Never Verb P O3 Adv                         	
15606	DEC	S Aux Never Verb P O3                             	
15607	DEC	S Aux Never Verb                                  	
15608	DEC	S Aux Not Verb Adv                                	
15609	DEC	S Aux Not Verb O1 Adv                             	
15610	DEC	S Aux Not Verb O1 O2 Adv                          	
15611	DEC	S Aux Not Verb O1 O2 P O3 Adv                     	
15612	DEC	S Aux Not Verb O1 O2 P O3                         	
15613	DEC	S Aux Not Verb O1 O2                              	
15614	DEC	S Aux Not Verb O1 P O3 Adv                        	
15615	DEC	S Aux Not Verb O1 P O3                            	
15616	DEC	S Aux Not Verb O1                                 	
15617	DEC	S Aux Not Verb P O3 Adv                           	
15618	DEC	S Aux Not Verb P O3                               	
15619	DEC	S Aux Not Verb                                    	
15620	DEC	S Aux Verb Adv                                    	
15621	DEC	S Aux Verb O1 Adv                                 	
15622	DEC	S Aux Verb O1 O2 Adv                              	
15623	DEC	S Aux Verb O1 O2 P O3 Adv                         	
15624	DEC	S Aux Verb O1 O2 P O3                             	
15625	DEC	S Aux Verb O1 O2                                  	
15626	DEC	S Aux Verb O1 P O3 Adv                            	
15627	DEC	S Aux Verb O1 P O3                                	
15628	DEC	S Aux Verb O1                                     	
15629	DEC	S Aux Verb P O3 Adv                               	
15630	DEC	S Aux Verb P O3                                   	
15631	DEC	S Aux Verb                                        	
15692	DEC	S Never Verb Adv                                  	
15693	DEC	S Never Verb O1 Adv                               	
15694	DEC	S Never Verb O1 O2 Adv                            	
15695	DEC	S Never Verb O1 O2 P O3 Adv                       	
15696	DEC	S Never Verb O1 O2 P O3                           	
15697	DEC	S Never Verb O1 O2                                	
15698	DEC	S Never Verb O1 P O3 Adv                          	
15699	DEC	S Never Verb O1 P O3                              	
15700	DEC	S Never Verb O1                                   	
15701	DEC	S Never Verb P O3 Adv                             	
15702	DEC	S Never Verb P O3                                 	
15703	DEC	S Never Verb                                      	
15763	DEC	S Verb Adv                                        	
15764	DEC	S Verb O1 Adv                                     	
15765	DEC	S Verb O1 O2 Adv                                  	
15766	DEC	S Verb O1 O2 P O3 Adv                             	
15767	DEC	S Verb O1 O2 P O3                                 	
15768	DEC	S Verb O1 O2                                      	
15769	DEC	S Verb O1 P O3 Adv                                	
15770	DEC	S Verb O1 P O3                                    	
15771	DEC	S Verb O1                                         	
15772	DEC	S Verb P O3 Adv                                   	
15773	DEC	S Verb P O3                                       	
15774	DEC	S Verb                                            	
21556	DEC	P O3 S Aux Never Verb O1 O2 Adv                   	
21557	DEC	P O3 S Aux Never Verb O1 O2                       	
21558	DEC	P O3 S Aux Never Verb O1 Adv                      	
21559	DEC	P O3 S Aux Never Verb O1                          	
21560	DEC	P O3 S Aux Never Verb Adv                         	
21561	DEC	P O3 S Aux Never Verb                             	
21562	DEC	P O3 S Aux Not Verb O1 O2 Adv                     	
21563	DEC	P O3 S Aux Not Verb O1 O2                         	
21564	DEC	P O3 S Aux Not Verb O1 Adv                        	
21565	DEC	P O3 S Aux Not Verb O1                            	
21566	DEC	P O3 S Aux Not Verb Adv                           	
21567	DEC	P O3 S Aux Not Verb                               	
21568	DEC	P O3 S Aux Verb O1 O2 Adv                         	
21569	DEC	P O3 S Aux Verb O1 O2                             	
21570	DEC	P O3 S Aux Verb O1 Adv                            	
21571	DEC	P O3 S Aux Verb O1                                	
21572	DEC	P O3 S Aux Verb Adv                               	
21573	DEC	P O3 S Aux Verb                                   	
21592	DEC	P O3 S Never Verb O1 O2 Adv                       	
21593	DEC	P O3 S Never Verb O1 O2                           	
21594	DEC	P O3 S Never Verb O1 Adv                          	
21595	DEC	P O3 S Never Verb O1                              	
21596	DEC	P O3 S Never Verb Adv                             	
21597	DEC	P O3 S Never Verb                                 	
21598	DEC	P O3 S Verb O1 O2 Adv                             	
21599	DEC	P O3 S Verb O1 O2                                 	
21600	DEC	P O3 S Verb O1 Adv                                	
21601	DEC	P O3 S Verb O1                                    	
21602	DEC	P O3 S Verb Adv                                   	
21603	DEC	P O3 S Verb                                       	
23500	IMP	Never Verb Adv                                    	
23501	IMP	Never Verb O1 Adv                                 	
23502	IMP	Never Verb O1 O2 Adv                              	
23503	IMP	Never Verb O1 O2 P O3 Adv                         	
23504	IMP	Never Verb O1 O2 P O3                             	
23505	IMP	Never Verb O1 O2                                  	
23506	IMP	Never Verb O1 P O3 Adv                            	
23507	IMP	Never Verb O1 P O3                                	
23508	IMP	Never Verb O1                                     	
23509	IMP	Never Verb P O3 Adv                               	
23510	IMP	Never Verb P O3                                   	
23511	IMP	Never Verb                                        	
23512	IMP	Not Verb Adv                                      	
23513	IMP	Not Verb O1 Adv                                   	
23514	IMP	Not Verb O1 O2 Adv                                	
23515	IMP	Not Verb O1 O2 P O3 Adv                           	
23516	IMP	Not Verb O1 O2 P O3                               	
23517	IMP	Not Verb O1 O2                                    	
23518	IMP	Not Verb O1 P O3 Adv                              	
23519	IMP	Not Verb O1 P O3                                  	
23520	IMP	Not Verb O1                                       	
23521	IMP	Not Verb P O3 Adv                                 	
23522	IMP	Not Verb P O3                                     	
23523	IMP	Not Verb                                          	
23524	IMP	Verb Adv                                          	
23525	IMP	Verb O1 Adv                                       	
23526	IMP	Verb O1 O2 Adv                                    	
23527	IMP	Verb O1 O2 P O3 Adv                               	
23528	IMP	Verb O1 O2 P O3                                   	
23529	IMP	Verb O1 O2                                        	
23530	IMP	Verb O1 P O3 Adv                                  	
23531	IMP	Verb O1 P O3                                      	
23532	IMP	Verb O1                                           	
23533	IMP	Verb P O3 Adv                                     	
23534	IMP	Verb P O3                                         	
23535	IMP	Verb                                              	
24364	Q  	ka S Aux Never Verb Adv                           	
24365	Q  	ka S Aux Never Verb O1 Adv                        	
24366	Q  	ka S Aux Never Verb O1 O2 Adv                     	
24367	Q  	ka S Aux Never Verb O1 O2 P O3 Adv                	
24368	Q  	ka S Aux Never Verb O1 O2 P O3                    	
24369	Q  	ka S Aux Never Verb O1 O2                         	
24370	Q  	ka S Aux Never Verb O1 P O3 Adv                   	
24371	Q  	ka S Aux Never Verb O1 P O3                       	
24372	Q  	ka S Aux Never Verb O1                            	
24373	Q  	ka S Aux Never Verb P O3 Adv                      	
24374	Q  	ka S Aux Never Verb P O3                          	
24375	Q  	ka S Aux Never Verb                               	
24376	Q  	ka S Aux Not Verb Adv                             	
24377	Q  	ka S Aux Not Verb O1 Adv                          	
24378	Q  	ka S Aux Not Verb O1 O2 Adv                       	
24379	Q  	ka S Aux Not Verb O1 O2 P O3 Adv                  	
24380	Q  	ka S Aux Not Verb O1 O2 P O3                      	
24381	Q  	ka S Aux Not Verb O1 O2                           	
24382	Q  	ka S Aux Not Verb O1 P O3 Adv                     	
24383	Q  	ka S Aux Not Verb O1 P O3                         	
24384	Q  	ka S Aux Not Verb O1                              	
24385	Q  	ka S Aux Not Verb P O3 Adv                        	
24386	Q  	ka S Aux Not Verb P O3                            	
24387	Q  	ka S Aux Not Verb                                 	
24388	Q  	ka S Aux Verb Adv                                 	
24389	Q  	ka S Aux Verb O1 Adv                              	
24390	Q  	ka S Aux Verb O1 O2 Adv                           	
24391	Q  	ka S Aux Verb O1 O2 P O3 Adv                      	
24392	Q  	ka S Aux Verb O1 O2 P O3                          	
24393	Q  	ka S Aux Verb O1 O2                               	
24394	Q  	ka S Aux Verb O1 P O3 Adv                         	
24395	Q  	ka S Aux Verb O1 P O3                             	
24396	Q  	ka S Aux Verb O1                                  	
24397	Q  	ka S Aux Verb P O3 Adv                            	
24398	Q  	ka S Aux Verb P O3                                	
24399	Q  	ka S Aux Verb                                     	
24460	Q  	ka S Never Verb Adv                               	
24461	Q  	ka S Never Verb O1 Adv                            	
24462	Q  	ka S Never Verb O1 O2 Adv                         	
24463	Q  	ka S Never Verb O1 O2 P O3 Adv                    	
24464	Q  	ka S Never Verb O1 O2 P O3                        	
24465	Q  	ka S Never Verb O1 O2                             	
24466	Q  	ka S Never Verb O1 P O3 Adv                       	
24467	Q  	ka S Never Verb O1 P O3                           	
24468	Q  	ka S Never Verb O1                                	
24469	Q  	ka S Never Verb P O3 Adv                          	
24470	Q  	ka S Never Verb P O3                              	
24471	Q  	ka S Never Verb                                   	
24531	Q  	ka S Verb Adv                                     	
24532	Q  	ka S Verb O1 Adv                                  	
24533	Q  	ka S Verb O1 O2 Adv                               	
24534	Q  	ka S Verb O1 O2 P O3 Adv                          	
24535	Q  	ka S Verb O1 O2 P O3                              	
24536	Q  	ka S Verb O1 O2                                   	
24537	Q  	ka S Verb O1 P O3 Adv                             	
24538	Q  	ka S Verb O1 P O3                                 	
24539	Q  	ka S Verb O1                                      	
24540	Q  	ka S Verb P O3 Adv                                	
24541	Q  	ka S Verb P O3                                    	
24542	Q  	ka S Verb                                         	
28724	Q  	Adv ka S Aux Never Verb O1 O2 P O3[+WH]           	
28725	Q  	Adv ka S Aux Never Verb O1 O2[+WH]                	
28726	Q  	Adv ka S Aux Never Verb O1 O2[+WH] P O3           	
28727	Q  	Adv ka S Aux Never Verb O1 P O3[+WH]              	
28728	Q  	Adv ka S Aux Never Verb O1[+WH]                   	
28729	Q  	Adv ka S Aux Never Verb O1[+WH] O2                	
28730	Q  	Adv ka S Aux Never Verb O1[+WH] O2 P O3           	
28731	Q  	Adv ka S Aux Never Verb O1[+WH] P O3              	
28732	Q  	Adv ka S Aux Never Verb P O3[+WH]                 	
28733	Q  	Adv ka S Aux Not Verb O1 O2 P O3[+WH]             	
28734	Q  	Adv ka S Aux Not Verb O1 O2[+WH]                  	
28735	Q  	Adv ka S Aux Not Verb O1 O2[+WH] P O3             	
28736	Q  	Adv ka S Aux Not Verb O1 P O3[+WH]                	
28737	Q  	Adv ka S Aux Not Verb O1[+WH]                     	
28738	Q  	Adv ka S Aux Not Verb O1[+WH] O2                  	
28739	Q  	Adv ka S Aux Not Verb O1[+WH] O2 P O3             	
28740	Q  	Adv ka S Aux Not Verb O1[+WH] P O3                	
28741	Q  	Adv ka S Aux Not Verb P O3[+WH]                   	
28742	Q  	Adv ka S Aux Verb O1 O2 P O3[+WH]                 	
28743	Q  	Adv ka S Aux Verb O1 O2[+WH]                      	
28744	Q  	Adv ka S Aux Verb O1 O2[+WH] P O3                 	
28745	Q  	Adv ka S Aux Verb O1 P O3[+WH]                    	
28746	Q  	Adv ka S Aux Verb O1[+WH]                         	
28747	Q  	Adv ka S Aux Verb O1[+WH] O2                      	
28748	Q  	Adv ka S Aux Verb O1[+WH] O2 P O3                 	
28749	Q  	Adv ka S Aux Verb O1[+WH] P O3                    	
28750	Q  	Adv ka S Aux Verb P O3[+WH]                       	
28778	Q  	Adv ka S Never Verb O1 O2 P O3[+WH]               	
28779	Q  	Adv ka S Never Verb O1 O2[+WH]                    	
28780	Q  	Adv ka S Never Verb O1 O2[+WH] P O3               	
28781	Q  	Adv ka S Never Verb O1 P O3[+WH]                  	
28782	Q  	Adv ka S Never Verb O1[+WH]                       	
28783	Q  	Adv ka S Never Verb O1[+WH] O2                    	
28784	Q  	Adv ka S Never Verb O1[+WH] O2 P O3               	
28785	Q  	Adv ka S Never Verb O1[+WH] P O3                  	
28786	Q  	Adv ka S Never Verb P O3[+WH]                     	
28841	Q  	Adv ka S Verb O1 O2 P O3[+WH]                     	
28842	Q  	Adv ka S Verb O1 O2[+WH]                          	
28843	Q  	Adv ka S Verb O1 O2[+WH] P O3                     	
28844	Q  	Adv ka S Verb O1 P O3[+WH]                        	
28845	Q  	Adv ka S Verb O1[+WH]                             	
28846	Q  	Adv ka S Verb O1[+WH] O2                          	
28847	Q  	Adv ka S Verb O1[+WH] O2 P O3                     	
28848	Q  	Adv ka S Verb O1[+WH] P O3                        	
28849	Q  	Adv ka S Verb P O3[+WH]                           	
29012	Q  	Adv ka S[+WH] Aux Never Verb                      	
29013	Q  	Adv ka S[+WH] Aux Never Verb O1                   	
29014	Q  	Adv ka S[+WH] Aux Never Verb O1 O2                	
29015	Q  	Adv ka S[+WH] Aux Never Verb O1 O2 P O3           	
29016	Q  	Adv ka S[+WH] Aux Never Verb O1 P O3              	
29017	Q  	Adv ka S[+WH] Aux Never Verb P O3                 	
29018	Q  	Adv ka S[+WH] Aux Not Verb                        	
29019	Q  	Adv ka S[+WH] Aux Not Verb O1                     	
29020	Q  	Adv ka S[+WH] Aux Not Verb O1 O2                  	
29021	Q  	Adv ka S[+WH] Aux Not Verb O1 O2 P O3             	
29022	Q  	Adv ka S[+WH] Aux Not Verb O1 P O3                	
29023	Q  	Adv ka S[+WH] Aux Not Verb P O3                   	
29024	Q  	Adv ka S[+WH] Aux Verb                            	
29025	Q  	Adv ka S[+WH] Aux Verb O1                         	
29026	Q  	Adv ka S[+WH] Aux Verb O1 O2                      	
29027	Q  	Adv ka S[+WH] Aux Verb O1 O2 P O3                 	
29028	Q  	Adv ka S[+WH] Aux Verb O1 P O3                    	
29029	Q  	Adv ka S[+WH] Aux Verb P O3                       	
29048	Q  	Adv ka S[+WH] Never Verb                          	
29049	Q  	Adv ka S[+WH] Never Verb O1                       	
29050	Q  	Adv ka S[+WH] Never Verb O1 O2                    	
29051	Q  	Adv ka S[+WH] Never Verb O1 O2 P O3               	
29052	Q  	Adv ka S[+WH] Never Verb O1 P O3                  	
29053	Q  	Adv ka S[+WH] Never Verb P O3                     	
29090	Q  	Adv ka S[+WH] Verb                                	
29091	Q  	Adv ka S[+WH] Verb O1                             	
29092	Q  	Adv ka S[+WH] Verb O1 O2                          	
29093	Q  	Adv ka S[+WH] Verb O1 O2 P O3                     	
29094	Q  	Adv ka S[+WH] Verb O1 P O3                        	
29095	Q  	Adv ka S[+WH] Verb P O3                           	
35156	Q  	Adv[+WH] ka S Aux Never Verb                      	
35157	Q  	Adv[+WH] ka S Aux Never Verb O1                   	
35158	Q  	Adv[+WH] ka S Aux Never Verb O1 O2                	
35159	Q  	Adv[+WH] ka S Aux Never Verb O1 O2 P O3           	
35160	Q  	Adv[+WH] ka S Aux Never Verb O1 P O3              	
35161	Q  	Adv[+WH] ka S Aux Never Verb P O3                 	
35162	Q  	Adv[+WH] ka S Aux Not Verb                        	
35163	Q  	Adv[+WH] ka S Aux Not Verb O1                     	
35164	Q  	Adv[+WH] ka S Aux Not Verb O1 O2                  	
35165	Q  	Adv[+WH] ka S Aux Not Verb O1 O2 P O3             	
35166	Q  	Adv[+WH] ka S Aux Not Verb O1 P O3                	
35167	Q  	Adv[+WH] ka S Aux Not Verb P O3                   	
35168	Q  	Adv[+WH] ka S Aux Verb                            	
35169	Q  	Adv[+WH] ka S Aux Verb O1                         	
35170	Q  	Adv[+WH] ka S Aux Verb O1 O2                      	
35171	Q  	Adv[+WH] ka S Aux Verb O1 O2 P O3                 	
35172	Q  	Adv[+WH] ka S Aux Verb O1 P O3                    	
35173	Q  	Adv[+WH] ka S Aux Verb P O3                       	
35192	Q  	Adv[+WH] ka S Never Verb                          	
35193	Q  	Adv[+WH] ka S Never Verb O1                       	
35194	Q  	Adv[+WH] ka S Never Verb O1 O2                    	
35195	Q  	Adv[+WH] ka S Never Verb O1 O2 P O3               	
35196	Q  	Adv[+WH] ka S Never Verb O1 P O3                  	
35197	Q  	Adv[+WH] ka S Never Verb P O3                     	
35234	Q  	Adv[+WH] ka S Verb                                	
35235	Q  	Adv[+WH] ka S Verb O1                             	
35236	Q  	Adv[+WH] ka S Verb O1 O2                          	
35237	Q  	Adv[+WH] ka S Verb O1 O2 P O3                     	
35238	Q  	Adv[+WH] ka S Verb O1 P O3                        	
35239	Q  	Adv[+WH] ka S Verb P O3                           	
39220	Q  	O1 ka S Aux Never Verb Adv[+WH]                   	
39221	Q  	O1 ka S Aux Never Verb O2 Adv[+WH]                	
39222	Q  	O1 ka S Aux Never Verb O2 P O3 Adv[+WH]           	
39223	Q  	O1 ka S Aux Never Verb O2 P O3[+WH] Adv           	
39224	Q  	O1 ka S Aux Never Verb O2 P O3[+WH]               	
39225	Q  	O1 ka S Aux Never Verb O2[+WH] Adv                	
39226	Q  	O1 ka S Aux Never Verb O2[+WH] P O3 Adv           	
39227	Q  	O1 ka S Aux Never Verb O2[+WH] P O3               	
39228	Q  	O1 ka S Aux Never Verb O2[+WH]                    	
39229	Q  	O1 ka S Aux Never Verb P O3 Adv[+WH]              	
39230	Q  	O1 ka S Aux Never Verb P O3[+WH] Adv              	
39231	Q  	O1 ka S Aux Never Verb P O3[+WH]                  	
39232	Q  	O1 ka S Aux Not Verb Adv[+WH]                     	
39233	Q  	O1 ka S Aux Not Verb O2 Adv[+WH]                  	
39234	Q  	O1 ka S Aux Not Verb O2 P O3 Adv[+WH]             	
39235	Q  	O1 ka S Aux Not Verb O2 P O3[+WH] Adv             	
39236	Q  	O1 ka S Aux Not Verb O2 P O3[+WH]                 	
39237	Q  	O1 ka S Aux Not Verb O2[+WH] Adv                  	
39238	Q  	O1 ka S Aux Not Verb O2[+WH] P O3 Adv             	
39239	Q  	O1 ka S Aux Not Verb O2[+WH] P O3                 	
39240	Q  	O1 ka S Aux Not Verb O2[+WH]                      	
39241	Q  	O1 ka S Aux Not Verb P O3 Adv[+WH]                	
39242	Q  	O1 ka S Aux Not Verb P O3[+WH] Adv                	
39243	Q  	O1 ka S Aux Not Verb P O3[+WH]                    	
39244	Q  	O1 ka S Aux Verb Adv[+WH]                         	
39245	Q  	O1 ka S Aux Verb O2 Adv[+WH]                      	
39246	Q  	O1 ka S Aux Verb O2 P O3 Adv[+WH]                 	
39247	Q  	O1 ka S Aux Verb O2 P O3[+WH] Adv                 	
39248	Q  	O1 ka S Aux Verb O2 P O3[+WH]                     	
39249	Q  	O1 ka S Aux Verb O2[+WH] Adv                      	
39250	Q  	O1 ka S Aux Verb O2[+WH] P O3 Adv                 	
39251	Q  	O1 ka S Aux Verb O2[+WH] P O3                     	
39252	Q  	O1 ka S Aux Verb O2[+WH]                          	
39253	Q  	O1 ka S Aux Verb P O3 Adv[+WH]                    	
39254	Q  	O1 ka S Aux Verb P O3[+WH] Adv                    	
39255	Q  	O1 ka S Aux Verb P O3[+WH]                        	
39292	Q  	O1 ka S Never Verb Adv[+WH]                       	
39293	Q  	O1 ka S Never Verb O2 Adv[+WH]                    	
39294	Q  	O1 ka S Never Verb O2 P O3 Adv[+WH]               	
39295	Q  	O1 ka S Never Verb O2 P O3[+WH] Adv               	
39296	Q  	O1 ka S Never Verb O2 P O3[+WH]                   	
39297	Q  	O1 ka S Never Verb O2[+WH] Adv                    	
39298	Q  	O1 ka S Never Verb O2[+WH] P O3 Adv               	
39299	Q  	O1 ka S Never Verb O2[+WH] P O3                   	
39300	Q  	O1 ka S Never Verb O2[+WH]                        	
39301	Q  	O1 ka S Never Verb P O3 Adv[+WH]                  	
39302	Q  	O1 ka S Never Verb P O3[+WH] Adv                  	
39303	Q  	O1 ka S Never Verb P O3[+WH]                      	
39376	Q  	O1 ka S Verb Adv[+WH]                             	
39377	Q  	O1 ka S Verb O2 Adv[+WH]                          	
39378	Q  	O1 ka S Verb O2 P O3 Adv[+WH]                     	
39379	Q  	O1 ka S Verb O2 P O3[+WH] Adv                     	
39380	Q  	O1 ka S Verb O2 P O3[+WH]                         	
39381	Q  	O1 ka S Verb O2[+WH] Adv                          	
39382	Q  	O1 ka S Verb O2[+WH] P O3 Adv                     	
39383	Q  	O1 ka S Verb O2[+WH] P O3                         	
39384	Q  	O1 ka S Verb O2[+WH]                              	
39385	Q  	O1 ka S Verb P O3 Adv[+WH]                        	
39386	Q  	O1 ka S Verb P O3[+WH] Adv                        	
39387	Q  	O1 ka S Verb P O3[+WH]                            	
39604	Q  	O1 ka S[+WH] Aux Never Verb Adv                   	
39605	Q  	O1 ka S[+WH] Aux Never Verb O2 Adv                	
39606	Q  	O1 ka S[+WH] Aux Never Verb O2 P O3 Adv           	
39607	Q  	O1 ka S[+WH] Aux Never Verb O2 P O3               	
39608	Q  	O1 ka S[+WH] Aux Never Verb O2                    	
39609	Q  	O1 ka S[+WH] Aux Never Verb P O3 Adv              	
39610	Q  	O1 ka S[+WH] Aux Never Verb P O3                  	
39611	Q  	O1 ka S[+WH] Aux Never Verb                       	
39612	Q  	O1 ka S[+WH] Aux Not Verb Adv                     	
39613	Q  	O1 ka S[+WH] Aux Not Verb O2 Adv                  	
39614	Q  	O1 ka S[+WH] Aux Not Verb O2 P O3 Adv             	
39615	Q  	O1 ka S[+WH] Aux Not Verb O2 P O3                 	
39616	Q  	O1 ka S[+WH] Aux Not Verb O2                      	
39617	Q  	O1 ka S[+WH] Aux Not Verb P O3 Adv                	
39618	Q  	O1 ka S[+WH] Aux Not Verb P O3                    	
39619	Q  	O1 ka S[+WH] Aux Not Verb                         	
39620	Q  	O1 ka S[+WH] Aux Verb Adv                         	
39621	Q  	O1 ka S[+WH] Aux Verb O2 Adv                      	
39622	Q  	O1 ka S[+WH] Aux Verb O2 P O3 Adv                 	
39623	Q  	O1 ka S[+WH] Aux Verb O2 P O3                     	
39624	Q  	O1 ka S[+WH] Aux Verb O2                          	
39625	Q  	O1 ka S[+WH] Aux Verb P O3 Adv                    	
39626	Q  	O1 ka S[+WH] Aux Verb P O3                        	
39627	Q  	O1 ka S[+WH] Aux Verb                             	
39652	Q  	O1 ka S[+WH] Never Verb Adv                       	
39653	Q  	O1 ka S[+WH] Never Verb O2 Adv                    	
39654	Q  	O1 ka S[+WH] Never Verb O2 P O3 Adv               	
39655	Q  	O1 ka S[+WH] Never Verb O2 P O3                   	
39656	Q  	O1 ka S[+WH] Never Verb O2                        	
39657	Q  	O1 ka S[+WH] Never Verb P O3 Adv                  	
39658	Q  	O1 ka S[+WH] Never Verb P O3                      	
39659	Q  	O1 ka S[+WH] Never Verb                           	
39708	Q  	O1 ka S[+WH] Verb Adv                             	
39709	Q  	O1 ka S[+WH] Verb O2 Adv                          	
39710	Q  	O1 ka S[+WH] Verb O2 P O3 Adv                     	
39711	Q  	O1 ka S[+WH] Verb O2 P O3                         	
39712	Q  	O1 ka S[+WH] Verb O2                              	
39713	Q  	O1 ka S[+WH] Verb P O3 Adv                        	
39714	Q  	O1 ka S[+WH] Verb P O3                            	
39715	Q  	O1 ka S[+WH] Verb                                 	
47796	Q  	O1[+WH] ka S Aux Never Verb Adv                   	
47797	Q  	O1[+WH] ka S Aux Never Verb O2 Adv                	
47798	Q  	O1[+WH] ka S Aux Never Verb O2 P O3 Adv           	
47799	Q  	O1[+WH] ka S Aux Never Verb O2 P O3               	
47800	Q  	O1[+WH] ka S Aux Never Verb O2                    	
47801	Q  	O1[+WH] ka S Aux Never Verb P O3 Adv              	
47802	Q  	O1[+WH] ka S Aux Never Verb P O3                  	
47803	Q  	O1[+WH] ka S Aux Never Verb                       	
47804	Q  	O1[+WH] ka S Aux Not Verb Adv                     	
