UR #	ILLOC	SR	
4273:	DEC	O1 Aux S Verb O2 Adv                              	
4274:	DEC	O1 Aux S Verb O2 P O3 Adv                         	
4275:	DEC	O1 Aux S Verb O2 P O3                             	
4276:	DEC	O1 Aux S Verb O2                                  	
4277:	DEC	O1 Aux S Verb P O3 Adv                            	
4278:	DEC	O1 Aux S Verb P O3                                	
4279:	DEC	O1 Aux S Verb                                     	
7840:	Q  	Aux S Never Verb O1 Adv                           	
7841:	Q  	Aux S Never Verb O1 P O3 Adv                      	
7842:	Q  	Aux S Never Verb O1 P O3                          	
7843:	Q  	Aux S Never Verb O1                               	
7844:	Q  	Aux S Not Verb O1 Adv                             	
7845:	Q  	Aux S Not Verb O1 P O3 Adv                        	
7846:	Q  	Aux S Not Verb O1 P O3                            	
7847:	Q  	Aux S Not Verb O1                                 	
7848:	Q  	Aux S Verb O1 Adv                                 	
7849:	Q  	Aux S Verb O1 P O3 Adv                            	
7850:	Q  	Aux S Verb O1 P O3                                	
7851:	Q  	Aux S Verb O1                                     	
8288:	DEC	O2 Aux S Never Verb O1 Adv                        	
8289:	DEC	O2 Aux S Never Verb O1 P O3 Adv                   	
8290:	DEC	O2 Aux S Never Verb O1 P O3                       	
8291:	DEC	O2 Aux S Never Verb O1                            	
8292:	DEC	O2 Aux S Not Verb O1 Adv                          	
8293:	DEC	O2 Aux S Not Verb O1 P O3 Adv                     	
8294:	DEC	O2 Aux S Not Verb O1 P O3                         	
8295:	DEC	O2 Aux S Not Verb O1                              	
8296:	DEC	O2 Aux S Verb O1 Adv                              	
8297:	DEC	O2 Aux S Verb O1 P O3 Adv                         	
8298:	DEC	O2 Aux S Verb O1 P O3                             	
8299:	DEC	O2 Aux S Verb O1                                  	
13440:	Q  	Aux S Never Verb O1 O2 Adv                        	
13441:	Q  	Aux S Never Verb O1 O2                            	
13442:	Q  	Aux S Never Verb O1 Adv                           	
13443:	Q  	Aux S Never Verb O1                               	
13444:	Q  	Aux S Never Verb Adv                              	
13445:	Q  	Aux S Never Verb                                  	
13446:	Q  	Aux S Not Verb O1 O2 Adv                          	
13447:	Q  	Aux S Not Verb O1 O2                              	
13448:	Q  	Aux S Not Verb O1 Adv                             	
13449:	Q  	Aux S Not Verb O1                                 	
13450:	Q  	Aux S Not Verb Adv                                	
13451:	Q  	Aux S Not Verb                                    	
13452:	Q  	Aux S Verb O1 O2 Adv                              	
13453:	Q  	Aux S Verb O1 O2                                  	
13454:	Q  	Aux S Verb O1 Adv                                 	
13455:	Q  	Aux S Verb O1                                     	
13456:	Q  	Aux S Verb Adv                                    	
13457:	Q  	Aux S Verb                                        	
14112:	DEC	Aux Never Verb Adv                                	
14113:	DEC	Aux Never Verb O1 Adv                             	
14114:	DEC	Aux Never Verb O1 O2 Adv                          	
14115:	DEC	Aux Never Verb O1 O2 P O3 Adv                     	
14116:	DEC	Aux Never Verb O1 O2 P O3                         	
14117:	DEC	Aux Never Verb O1 O2                              	
14118:	DEC	Aux Never Verb O1 P O3 Adv                        	
14119:	DEC	Aux Never Verb O1 P O3                            	
14120:	DEC	Aux Never Verb O1                                 	
14121:	DEC	Aux Never Verb P O3 Adv                           	
14122:	DEC	Aux Never Verb P O3                               	
14123:	DEC	Aux Never Verb                                    	
14124:	DEC	Aux Not Verb Adv                                  	
14125:	DEC	Aux Not Verb O1 Adv                               	
14126:	DEC	Aux Not Verb O1 O2 Adv                            	
14127:	DEC	Aux Not Verb O1 O2 P O3 Adv                       	
14128:	DEC	Aux Not Verb O1 O2 P O3                           	
14129:	DEC	Aux Not Verb O1 O2                                	
14130:	DEC	Aux Not Verb O1 P O3 Adv                          	
14131:	DEC	Aux Not Verb O1 P O3                              	
14132:	DEC	Aux Not Verb O1                                   	
14133:	DEC	Aux Not Verb P O3 Adv                             	
14134:	DEC	Aux Not Verb P O3                                 	
14135:	DEC	Aux Not Verb                                      	
14136:	DEC	Aux Verb Adv                                      	
14137:	DEC	Aux Verb O1 Adv                                   	
14138:	DEC	Aux Verb O1 O2 Adv                                	
14139:	DEC	Aux Verb O1 O2 P O3 Adv                           	
14140:	DEC	Aux Verb O1 O2 P O3                               	
14141:	DEC	Aux Verb O1 O2                                    	
14142:	DEC	Aux Verb O1 P O3 Adv                              	
14143:	DEC	Aux Verb O1 P O3                                  	
14144:	DEC	Aux Verb O1                                       	
14145:	DEC	Aux Verb P O3 Adv                                 	
14146:	DEC	Aux Verb P O3                                     	
14147:	DEC	Aux Verb                                          	
15452:	DEC	S Aux Never Verb Adv                              	
15453:	DEC	S Aux Never Verb O1 Adv                           	
15454:	DEC	S Aux Never Verb O1 O2 Adv                        	
15455:	DEC	S Aux Never Verb O1 O2 P O3 Adv                   	
15456:	DEC	S Aux Never Verb O1 O2 P O3                       	
15457:	DEC	S Aux Never Verb O1 O2                            	
15458:	DEC	S Aux Never Verb O1 P O3 Adv                      	
15459:	DEC	S Aux Never Verb O1 P O3                          	
15460:	DEC	S Aux Never Verb O1                               	
15461:	DEC	S Aux Never Verb P O3 Adv                         	
15462:	DEC	S Aux Never Verb P O3                             	
15463:	DEC	S Aux Never Verb                                  	
15464:	DEC	S Aux Not Verb Adv                                	
15465:	DEC	S Aux Not Verb O1 Adv                             	
15466:	DEC	S Aux Not Verb O1 O2 Adv                          	
15467:	DEC	S Aux Not Verb O1 O2 P O3 Adv                     	
15468:	DEC	S Aux Not Verb O1 O2 P O3                         	
15469:	DEC	S Aux Not Verb O1 O2                              	
15470:	DEC	S Aux Not Verb O1 P O3 Adv                        	
15471:	DEC	S Aux Not Verb O1 P O3                            	
15472:	DEC	S Aux Not Verb O1                                 	
15473:	DEC	S Aux Not Verb P O3 Adv                           	
15474:	DEC	S Aux Not Verb P O3                               	
15475:	DEC	S Aux Not Verb                                    	
15476:	DEC	S Aux Verb Adv                                    	
15477:	DEC	S Aux Verb O1 Adv                                 	
15478:	DEC	S Aux Verb O1 O2 Adv                              	
15479:	DEC	S Aux Verb O1 O2 P O3 Adv                         	
15480:	DEC	S Aux Verb O1 O2 P O3                             	
15481:	DEC	S Aux Verb O1 O2                                  	
15482:	DEC	S Aux Verb O1 P O3 Adv                            	
15483:	DEC	S Aux Verb O1 P O3                                	
15484:	DEC	S Aux Verb O1                                     	
15485:	DEC	S Aux Verb P O3 Adv                               	
15486:	DEC	S Aux Verb P O3                                   	
15487:	DEC	S Aux Verb                                        	
21484:	DEC	P O3 Aux S Never Verb O1 O2 Adv                   	
21485:	DEC	P O3 Aux S Never Verb O1 O2                       	
21486:	DEC	P O3 Aux S Never Verb O1 Adv                      	
21487:	DEC	P O3 Aux S Never Verb O1                          	
21488:	DEC	P O3 Aux S Never Verb Adv                         	
21489:	DEC	P O3 Aux S Never Verb                             	
21490:	DEC	P O3 Aux S Not Verb O1 O2 Adv                     	
21491:	DEC	P O3 Aux S Not Verb O1 O2                         	
21492:	DEC	P O3 Aux S Not Verb O1 Adv                        	
21493:	DEC	P O3 Aux S Not Verb O1                            	
21494:	DEC	P O3 Aux S Not Verb Adv                           	
21495:	DEC	P O3 Aux S Not Verb                               	
21496:	DEC	P O3 Aux S Verb O1 O2 Adv                         	
21497:	DEC	P O3 Aux S Verb O1 O2                             	
21498:	DEC	P O3 Aux S Verb O1 Adv                            	
21499:	DEC	P O3 Aux S Verb O1                                	
21500:	DEC	P O3 Aux S Verb Adv                               	
21501:	DEC	P O3 Aux S Verb                                   	
23500:	IMP	Never Verb Adv                                    	
23501:	IMP	Never Verb O1 Adv                                 	
23502:	IMP	Never Verb O1 O2 Adv                              	
23503:	IMP	Never Verb O1 O2 P O3 Adv                         	
23504:	IMP	Never Verb O1 O2 P O3                             	
23505:	IMP	Never Verb O1 O2                                  	
23506:	IMP	Never Verb O1 P O3 Adv                            	
23507:	IMP	Never Verb O1 P O3                                	
23508:	IMP	Never Verb O1                                     	
23509:	IMP	Never Verb P O3 Adv                               	
23510:	IMP	Never Verb P O3                                   	
23511:	IMP	Never Verb                                        	
23512:	IMP	Not Verb Adv                                      	
23513:	IMP	Not Verb O1 Adv                                   	
23514:	IMP	Not Verb O1 O2 Adv                                	
23515:	IMP	Not Verb O1 O2 P O3 Adv                           	
23516:	IMP	Not Verb O1 O2 P O3                               	
23517:	IMP	Not Verb O1 O2                                    	
23518:	IMP	Not Verb O1 P O3 Adv                              	
23519:	IMP	Not Verb O1 P O3                                  	
23520:	IMP	Not Verb O1                                       	
23521:	IMP	Not Verb P O3 Adv                                 	
23522:	IMP	Not Verb P O3                                     	
23523:	IMP	Not Verb                                          	
23524:	IMP	Verb Adv                                          	
23525:	IMP	Verb O1 Adv                                       	
23526:	IMP	Verb O1 O2 Adv                                    	
23527:	IMP	Verb O1 O2 P O3 Adv                               	
23528:	IMP	Verb O1 O2 P O3                                   	
23529:	IMP	Verb O1 O2                                        	
23530:	IMP	Verb O1 P O3 Adv                                  	
23531:	IMP	Verb O1 P O3                                      	
23532:	IMP	Verb O1                                           	
23533:	IMP	Verb P O3 Adv                                     	
23534:	IMP	Verb P O3                                         	
23535:	IMP	Verb                                              	
23788:	Q  	Aux S Never Verb Adv                              	
23789:	Q  	Aux S Never Verb O1 Adv                           	
23790:	Q  	Aux S Never Verb O1 O2 Adv                        	
23791:	Q  	Aux S Never Verb O1 O2 P O3 Adv                   	
23792:	Q  	Aux S Never Verb O1 O2 P O3                       	
23793:	Q  	Aux S Never Verb O1 O2                            	
23794:	Q  	Aux S Never Verb O1 P O3 Adv                      	
23795:	Q  	Aux S Never Verb O1 P O3                          	
23796:	Q  	Aux S Never Verb O1                               	
23797:	Q  	Aux S Never Verb P O3 Adv                         	
23798:	Q  	Aux S Never Verb P O3                             	
23799:	Q  	Aux S Never Verb                                  	
23800:	Q  	Aux S Not Verb Adv                                	
23801:	Q  	Aux S Not Verb O1 Adv                             	
23802:	Q  	Aux S Not Verb O1 O2 Adv                          	
23803:	Q  	Aux S Not Verb O1 O2 P O3 Adv                     	
23804:	Q  	Aux S Not Verb O1 O2 P O3                         	
23805:	Q  	Aux S Not Verb O1 O2                              	
23806:	Q  	Aux S Not Verb O1 P O3 Adv                        	
23807:	Q  	Aux S Not Verb O1 P O3                            	
23808:	Q  	Aux S Not Verb O1                                 	
23809:	Q  	Aux S Not Verb P O3 Adv                           	
23810:	Q  	Aux S Not Verb P O3                               	
23811:	Q  	Aux S Not Verb                                    	
23812:	Q  	Aux S Verb Adv                                    	
23813:	Q  	Aux S Verb O1 Adv                                 	
23814:	Q  	Aux S Verb O1 O2 Adv                              	
23815:	Q  	Aux S Verb O1 O2 P O3 Adv                         	
23816:	Q  	Aux S Verb O1 O2 P O3                             	
23817:	Q  	Aux S Verb O1 O2                                  	
23818:	Q  	Aux S Verb O1 P O3 Adv                            	
23819:	Q  	Aux S Verb O1 P O3                                	
23820:	Q  	Aux S Verb O1                                     	
23821:	Q  	Aux S Verb P O3 Adv                               	
23822:	Q  	Aux S Verb P O3                                   	
23823:	Q  	Aux S Verb                                        	
26468:	Q  	Aux S Never Verb O1 O2 P O3[+WH]                  	
26469:	Q  	Aux S Never Verb O1 O2[+WH]                       	
26470:	Q  	Aux S Never Verb O1 O2[+WH] P O3                  	
26471:	Q  	Aux S Never Verb O1 P O3[+WH]                     	
26472:	Q  	Aux S Never Verb O1[+WH]                          	
26473:	Q  	Aux S Never Verb O1[+WH] O2                       	
26474:	Q  	Aux S Never Verb O1[+WH] O2 P O3                  	
26475:	Q  	Aux S Never Verb O1[+WH] P O3                     	
26476:	Q  	Aux S Never Verb P O3[+WH]                        	
26477:	Q  	Aux S Not Verb O1 O2 P O3[+WH]                    	
26478:	Q  	Aux S Not Verb O1 O2[+WH]                         	
26479:	Q  	Aux S Not Verb O1 O2[+WH] P O3                    	
26480:	Q  	Aux S Not Verb O1 P O3[+WH]                       	
26481:	Q  	Aux S Not Verb O1[+WH]                            	
26482:	Q  	Aux S Not Verb O1[+WH] O2                         	
26483:	Q  	Aux S Not Verb O1[+WH] O2 P O3                    	
26484:	Q  	Aux S Not Verb O1[+WH] P O3                       	
26485:	Q  	Aux S Not Verb P O3[+WH]                          	
26486:	Q  	Aux S Verb O1 O2 P O3[+WH]                        	
26487:	Q  	Aux S Verb O1 O2[+WH]                             	
26488:	Q  	Aux S Verb O1 O2[+WH] P O3                        	
26489:	Q  	Aux S Verb O1 P O3[+WH]                           	
26490:	Q  	Aux S Verb O1[+WH]                                	
26491:	Q  	Aux S Verb O1[+WH] O2                             	
26492:	Q  	Aux S Verb O1[+WH] O2 P O3                        	
26493:	Q  	Aux S Verb O1[+WH] P O3                           	
26494:	Q  	Aux S Verb P O3[+WH]                              	
26522:	Q  	Aux S[+WH] Never Verb                             	
26523:	Q  	Aux S[+WH] Never Verb O1                          	
26524:	Q  	Aux S[+WH] Never Verb O1 O2                       	
26525:	Q  	Aux S[+WH] Never Verb O1 O2 P O3                  	
26526:	Q  	Aux S[+WH] Never Verb O1 P O3                     	
26527:	Q  	Aux S[+WH] Never Verb P O3                        	
26528:	Q  	Aux S[+WH] Not Verb                               	
26529:	Q  	Aux S[+WH] Not Verb O1                            	
26530:	Q  	Aux S[+WH] Not Verb O1 O2                         	
26531:	Q  	Aux S[+WH] Not Verb O1 O2 P O3                    	
26532:	Q  	Aux S[+WH] Not Verb O1 P O3                       	
26533:	Q  	Aux S[+WH] Not Verb P O3                          	
26534:	Q  	Aux S[+WH] Verb                                   	
26535:	Q  	Aux S[+WH] Verb O1                                	
26536:	Q  	Aux S[+WH] Verb O1 O2                             	
26537:	Q  	Aux S[+WH] Verb O1 O2 P O3                        	
26538:	Q  	Aux S[+WH] Verb O1 P O3                           	
26539:	Q  	Aux S[+WH] Verb P O3                              	
28148:	Q  	Adv Aux S Never Verb O1 O2 P O3[+WH]              	
28149:	Q  	Adv Aux S Never Verb O1 O2[+WH]                   	
28150:	Q  	Adv Aux S Never Verb O1 O2[+WH] P O3              	
28151:	Q  	Adv Aux S Never Verb O1 P O3[+WH]                 	
28152:	Q  	Adv Aux S Never Verb O1[+WH]                      	
28153:	Q  	Adv Aux S Never Verb O1[+WH] O2                   	
28154:	Q  	Adv Aux S Never Verb O1[+WH] O2 P O3              	
28155:	Q  	Adv Aux S Never Verb O1[+WH] P O3                 	
28156:	Q  	Adv Aux S Never Verb P O3[+WH]                    	
28157:	Q  	Adv Aux S Not Verb O1 O2 P O3[+WH]                	
28158:	Q  	Adv Aux S Not Verb O1 O2[+WH]                     	
28159:	Q  	Adv Aux S Not Verb O1 O2[+WH] P O3                	
28160:	Q  	Adv Aux S Not Verb O1 P O3[+WH]                   	
28161:	Q  	Adv Aux S Not Verb O1[+WH]                        	
28162:	Q  	Adv Aux S Not Verb O1[+WH] O2                     	
28163:	Q  	Adv Aux S Not Verb O1[+WH] O2 P O3                	
28164:	Q  	Adv Aux S Not Verb O1[+WH] P O3                   	
28165:	Q  	Adv Aux S Not Verb P O3[+WH]                      	
28166:	Q  	Adv Aux S Verb O1 O2 P O3[+WH]                    	
28167:	Q  	Adv Aux S Verb O1 O2[+WH]                         	
28168:	Q  	Adv Aux S Verb O1 O2[+WH] P O3                    	
28169:	Q  	Adv Aux S Verb O1 P O3[+WH]                       	
28170:	Q  	Adv Aux S Verb O1[+WH]                            	
28171:	Q  	Adv Aux S Verb O1[+WH] O2                         	
28172:	Q  	Adv Aux S Verb O1[+WH] O2 P O3                    	
28173:	Q  	Adv Aux S Verb O1[+WH] P O3                       	
28174:	Q  	Adv Aux S Verb P O3[+WH]                          	
28256:	Q  	Adv Aux S[+WH] Never Verb                         	
28257:	Q  	Adv Aux S[+WH] Never Verb O1                      	
28258:	Q  	Adv Aux S[+WH] Never Verb O1 O2                   	
28259:	Q  	Adv Aux S[+WH] Never Verb O1 O2 P O3              	
28260:	Q  	Adv Aux S[+WH] Never Verb O1 P O3                 	
28261:	Q  	Adv Aux S[+WH] Never Verb P O3                    	
28262:	Q  	Adv Aux S[+WH] Not Verb                           	
28263:	Q  	Adv Aux S[+WH] Not Verb O1                        	
28264:	Q  	Adv Aux S[+WH] Not Verb O1 O2                     	
28265:	Q  	Adv Aux S[+WH] Not Verb O1 O2 P O3                	
28266:	Q  	Adv Aux S[+WH] Not Verb O1 P O3                   	
28267:	Q  	Adv Aux S[+WH] Not Verb P O3                      	
28268:	Q  	Adv Aux S[+WH] Verb                               	
28269:	Q  	Adv Aux S[+WH] Verb O1                            	
28270:	Q  	Adv Aux S[+WH] Verb O1 O2                         	
28271:	Q  	Adv Aux S[+WH] Verb O1 O2 P O3                    	
28272:	Q  	Adv Aux S[+WH] Verb O1 P O3                       	
28273:	Q  	Adv Aux S[+WH] Verb P O3                          	
34868:	Q  	Adv[+WH] Aux S Never Verb                         	
34869:	Q  	Adv[+WH] Aux S Never Verb O1                      	
34870:	Q  	Adv[+WH] Aux S Never Verb O1 O2                   	
34871:	Q  	Adv[+WH] Aux S Never Verb O1 O2 P O3              	
34872:	Q  	Adv[+WH] Aux S Never Verb O1 P O3                 	
34873:	Q  	Adv[+WH] Aux S Never Verb P O3                    	
34874:	Q  	Adv[+WH] Aux S Not Verb                           	
34875:	Q  	Adv[+WH] Aux S Not Verb O1                        	
34876:	Q  	Adv[+WH] Aux S Not Verb O1 O2                     	
34877:	Q  	Adv[+WH] Aux S Not Verb O1 O2 P O3                	
34878:	Q  	Adv[+WH] Aux S Not Verb O1 P O3                   	
34879:	Q  	Adv[+WH] Aux S Not Verb P O3                      	
34880:	Q  	Adv[+WH] Aux S Verb                               	
34881:	Q  	Adv[+WH] Aux S Verb O1                            	
34882:	Q  	Adv[+WH] Aux S Verb O1 O2                         	
34883:	Q  	Adv[+WH] Aux S Verb O1 O2 P O3                    	
34884:	Q  	Adv[+WH] Aux S Verb O1 P O3                       	
34885:	Q  	Adv[+WH] Aux S Verb P O3                          	
36212:	Q  	Aux S Never Verb Adv[+WH]                         	
36213:	Q  	Aux S Never Verb O2 Adv[+WH]                      	
36214:	Q  	Aux S Never Verb O2 P O3 Adv[+WH]                 	
36215:	Q  	Aux S Never Verb O2 P O3[+WH] Adv                 	
36216:	Q  	Aux S Never Verb O2 P O3[+WH]                     	
36217:	Q  	Aux S Never Verb O2[+WH] Adv                      	
36218:	Q  	Aux S Never Verb O2[+WH] P O3 Adv                 	
36219:	Q  	Aux S Never Verb O2[+WH] P O3                     	
36220:	Q  	Aux S Never Verb O2[+WH]                          	
36221:	Q  	Aux S Never Verb P O3 Adv[+WH]                    	
36222:	Q  	Aux S Never Verb P O3[+WH] Adv                    	
36223:	Q  	Aux S Never Verb P O3[+WH]                        	
36224:	Q  	Aux S Not Verb Adv[+WH]                           	
36225:	Q  	Aux S Not Verb O2 Adv[+WH]                        	
36226:	Q  	Aux S Not Verb O2 P O3 Adv[+WH]                   	
36227:	Q  	Aux S Not Verb O2 P O3[+WH] Adv                   	
36228:	Q  	Aux S Not Verb O2 P O3[+WH]                       	
36229:	Q  	Aux S Not Verb O2[+WH] Adv                        	
36230:	Q  	Aux S Not Verb O2[+WH] P O3 Adv                   	
36231:	Q  	Aux S Not Verb O2[+WH] P O3                       	
36232:	Q  	Aux S Not Verb O2[+WH]                            	
36233:	Q  	Aux S Not Verb P O3 Adv[+WH]                      	
36234:	Q  	Aux S Not Verb P O3[+WH] Adv                      	
36235:	Q  	Aux S Not Verb P O3[+WH]                          	
36236:	Q  	Aux S Verb Adv[+WH]                               	
36237:	Q  	Aux S Verb O2 Adv[+WH]                            	
36238:	Q  	Aux S Verb O2 P O3 Adv[+WH]                       	
36239:	Q  	Aux S Verb O2 P O3[+WH] Adv                       	
36240:	Q  	Aux S Verb O2 P O3[+WH]                           	
36241:	Q  	Aux S Verb O2[+WH] Adv                            	
36242:	Q  	Aux S Verb O2[+WH] P O3 Adv                       	
36243:	Q  	Aux S Verb O2[+WH] P O3                           	
36244:	Q  	Aux S Verb O2[+WH]                                	
36245:	Q  	Aux S Verb P O3 Adv[+WH]                          	
36246:	Q  	Aux S Verb P O3[+WH] Adv                          	
36247:	Q  	Aux S Verb P O3[+WH]                              	
36284:	Q  	Aux S[+WH] Never Verb Adv                         	
36285:	Q  	Aux S[+WH] Never Verb O2 Adv                      	
36286:	Q  	Aux S[+WH] Never Verb O2 P O3 Adv                 	
36287:	Q  	Aux S[+WH] Never Verb O2 P O3                     	
36288:	Q  	Aux S[+WH] Never Verb O2                          	
36289:	Q  	Aux S[+WH] Never Verb P O3 Adv                    	
36290:	Q  	Aux S[+WH] Never Verb P O3                        	
36291:	Q  	Aux S[+WH] Never Verb                             	
36292:	Q  	Aux S[+WH] Not Verb Adv                           	
36293:	Q  	Aux S[+WH] Not Verb O2 Adv                        	
36294:	Q  	Aux S[+WH] Not Verb O2 P O3 Adv                   	
36295:	Q  	Aux S[+WH] Not Verb O2 P O3                       	
36296:	Q  	Aux S[+WH] Not Verb O2                            	
36297:	Q  	Aux S[+WH] Not Verb P O3 Adv                      	
36298:	Q  	Aux S[+WH] Not Verb P O3                          	
36299:	Q  	Aux S[+WH] Not Verb                               	
36300:	Q  	Aux S[+WH] Verb Adv                               	
36301:	Q  	Aux S[+WH] Verb O2 Adv                            	
36302:	Q  	Aux S[+WH] Verb O2 P O3 Adv                       	
36303:	Q  	Aux S[+WH] Verb O2 P O3                           	
36304:	Q  	Aux S[+WH] Verb O2                                	
36305:	Q  	Aux S[+WH] Verb P O3 Adv                          	
36306:	Q  	Aux S[+WH] Verb P O3                              	
36307:	Q  	Aux S[+WH] Verb                                   	
38452:	Q  	O1 Aux S Never Verb Adv[+WH]                      	
38453:	Q  	O1 Aux S Never Verb O2 Adv[+WH]                   	
38454:	Q  	O1 Aux S Never Verb O2 P O3 Adv[+WH]              	
38455:	Q  	O1 Aux S Never Verb O2 P O3[+WH] Adv              	
38456:	Q  	O1 Aux S Never Verb O2 P O3[+WH]                  	
38457:	Q  	O1 Aux S Never Verb O2[+WH] Adv                   	
38458:	Q  	O1 Aux S Never Verb O2[+WH] P O3 Adv              	
38459:	Q  	O1 Aux S Never Verb O2[+WH] P O3                  	
38460:	Q  	O1 Aux S Never Verb O2[+WH]                       	
38461:	Q  	O1 Aux S Never Verb P O3 Adv[+WH]                 	
38462:	Q  	O1 Aux S Never Verb P O3[+WH] Adv                 	
38463:	Q  	O1 Aux S Never Verb P O3[+WH]                     	
38464:	Q  	O1 Aux S Not Verb Adv[+WH]                        	
38465:	Q  	O1 Aux S Not Verb O2 Adv[+WH]                     	
38466:	Q  	O1 Aux S Not Verb O2 P O3 Adv[+WH]                	
38467:	Q  	O1 Aux S Not Verb O2 P O3[+WH] Adv                	
38468:	Q  	O1 Aux S Not Verb O2 P O3[+WH]                    	
38469:	Q  	O1 Aux S Not Verb O2[+WH] Adv                     	
38470:	Q  	O1 Aux S Not Verb O2[+WH] P O3 Adv                	
38471:	Q  	O1 Aux S Not Verb O2[+WH] P O3                    	
38472:	Q  	O1 Aux S Not Verb O2[+WH]                         	
38473:	Q  	O1 Aux S Not Verb P O3 Adv[+WH]                   	
38474:	Q  	O1 Aux S Not Verb P O3[+WH] Adv                   	
38475:	Q  	O1 Aux S Not Verb P O3[+WH]                       	
38476:	Q  	O1 Aux S Verb Adv[+WH]                            	
38477:	Q  	O1 Aux S Verb O2 Adv[+WH]                         	
38478:	Q  	O1 Aux S Verb O2 P O3 Adv[+WH]                    	
38479:	Q  	O1 Aux S Verb O2 P O3[+WH] Adv                    	
38480:	Q  	O1 Aux S Verb O2 P O3[+WH]                        	
38481:	Q  	O1 Aux S Verb O2[+WH] Adv                         	
38482:	Q  	O1 Aux S Verb O2[+WH] P O3 Adv                    	
38483:	Q  	O1 Aux S Verb O2[+WH] P O3                        	
38484:	Q  	O1 Aux S Verb O2[+WH]                             	
38485:	Q  	O1 Aux S Verb P O3 Adv[+WH]                       	
