UR #	ILLOC	SR	
3370:	DEC	Aux S Not Verb O2 P O3 Adv                        	
3371:	DEC	Aux S Not Verb O2 P O3                            	
3372:	DEC	Aux S Not Verb O2                                 	
3373:	Q  	Aux S Not Verb P O3 Adv                           	
3374:	Q  	Aux S Not Verb P O3                               	
3375:	Q  	Aux S Not Verb                                    	
3376:	Q  	Aux S Verb Adv                                    	
3377:	DEC	Aux S Verb O2 Adv                                 	
3378:	DEC	Aux S Verb O2 P O3 Adv                            	
3379:	DEC	Aux S Verb O2 P O3                                	
3380:	DEC	Aux S Verb O2                                     	
3381:	Q  	Aux S Verb P O3 Adv                               	
3382:	Q  	Aux S Verb P O3                                   	
3383:	Q  	Aux S Verb                                        	
3712:	Q  	Verb S Never Adv                                  	
3713:	DEC	Verb S Never O2 Adv                               	
3714:	DEC	Verb S Never O2 P O3 Adv                          	
3715:	DEC	Verb S Never O2 P O3                              	
3716:	DEC	Verb S Never O2                                   	
3717:	Q  	Verb S Never P O3 Adv                             	
3718:	Q  	Verb S Never P O3                                 	
3719:	Q  	Verb S Never                                      	
3720:	Q  	Verb S Not Adv                                    	
3721:	DEC	Verb S Not O2 Adv                                 	
3722:	DEC	Verb S Not O2 P O3 Adv                            	
3723:	DEC	Verb S Not O2 P O3                                	
3724:	DEC	Verb S Not O2                                     	
3725:	Q  	Verb S Not P O3 Adv                               	
3726:	Q  	Verb S Not P O3                                   	
3727:	Q  	Verb S Not                                        	
3728:	Q  	Verb S Adv                                        	
3729:	DEC	Verb S O2 Adv                                     	
3730:	DEC	Verb S O2 P O3 Adv                                	
3731:	DEC	Verb S O2 P O3                                    	
3732:	DEC	Verb S O2                                         	
3733:	Q  	Verb S P O3 Adv                                   	
3734:	Q  	Verb S P O3                                       	
3735:	Q  	Verb S                                            	
4256:	DEC	O1 Aux S Never Verb Adv                           	
4257:	DEC	O1 Aux S Never Verb O2 Adv                        	
4258:	DEC	O1 Aux S Never Verb O2 P O3 Adv                   	
4259:	DEC	O1 Aux S Never Verb O2 P O3                       	
4260:	DEC	O1 Aux S Never Verb O2                            	
4261:	DEC	O1 Aux S Never Verb P O3 Adv                      	
4262:	DEC	O1 Aux S Never Verb P O3                          	
4263:	DEC	O1 Aux S Never Verb                               	
4264:	DEC	O1 Aux S Not Verb Adv                             	
4265:	DEC	O1 Aux S Not Verb O2 Adv                          	
4266:	DEC	O1 Aux S Not Verb O2 P O3 Adv                     	
4267:	DEC	O1 Aux S Not Verb O2 P O3                         	
4268:	DEC	O1 Aux S Not Verb O2                              	
4269:	DEC	O1 Aux S Not Verb P O3 Adv                        	
4270:	DEC	O1 Aux S Not Verb P O3                            	
4271:	DEC	O1 Aux S Not Verb                                 	
4272:	DEC	O1 Aux S Verb Adv                                 	
4273:	DEC	O1 Aux S Verb O2 Adv                              	
4274:	DEC	O1 Aux S Verb O2 P O3 Adv                         	
4275:	DEC	O1 Aux S Verb O2 P O3                             	
4276:	DEC	O1 Aux S Verb O2                                  	
4277:	DEC	O1 Aux S Verb P O3 Adv                            	
4278:	DEC	O1 Aux S Verb P O3                                	
4279:	DEC	O1 Aux S Verb                                     	
4960:	DEC	O1 Verb S Never Adv                               	
4961:	DEC	O1 Verb S Never O2 Adv                            	
4962:	DEC	O1 Verb S Never O2 P O3 Adv                       	
4963:	DEC	O1 Verb S Never O2 P O3                           	
4964:	DEC	O1 Verb S Never O2                                	
4965:	DEC	O1 Verb S Never P O3 Adv                          	
4966:	DEC	O1 Verb S Never P O3                              	
4967:	DEC	O1 Verb S Never                                   	
4968:	DEC	O1 Verb S Not Adv                                 	
4969:	DEC	O1 Verb S Not O2 Adv                              	
4970:	DEC	O1 Verb S Not O2 P O3 Adv                         	
4971:	DEC	O1 Verb S Not O2 P O3                             	
4972:	DEC	O1 Verb S Not O2                                  	
4973:	DEC	O1 Verb S Not P O3 Adv                            	
4974:	DEC	O1 Verb S Not P O3                                	
4975:	DEC	O1 Verb S Not                                     	
4976:	DEC	O1 Verb S Adv                                     	
4977:	DEC	O1 Verb S O2 Adv                                  	
4978:	DEC	O1 Verb S O2 P O3 Adv                             	
4979:	DEC	O1 Verb S O2 P O3                                 	
4980:	DEC	O1 Verb S O2                                      	
4981:	DEC	O1 Verb S P O3 Adv                                	
4982:	DEC	O1 Verb S P O3                                    	
4983:	DEC	O1 Verb S                                         	
7840:	Q  	Aux S Never Verb O1 Adv                           	
7841:	Q  	Aux S Never Verb O1 P O3 Adv                      	
7842:	Q  	Aux S Never Verb O1 P O3                          	
7843:	Q  	Aux S Never Verb O1                               	
7844:	Q  	Aux S Not Verb O1 Adv                             	
7845:	Q  	Aux S Not Verb O1 P O3 Adv                        	
7846:	Q  	Aux S Not Verb O1 P O3                            	
7847:	Q  	Aux S Not Verb O1                                 	
7848:	Q  	Aux S Verb O1 Adv                                 	
7849:	Q  	Aux S Verb O1 P O3 Adv                            	
7850:	Q  	Aux S Verb O1 P O3                                	
7851:	Q  	Aux S Verb O1                                     	
8016:	Q  	Verb S Never O1 Adv                               	
8017:	Q  	Verb S Never O1 P O3 Adv                          	
8018:	Q  	Verb S Never O1 P O3                              	
8019:	Q  	Verb S Never O1                                   	
8020:	Q  	Verb S Not O1 Adv                                 	
8021:	Q  	Verb S Not O1 P O3 Adv                            	
8022:	Q  	Verb S Not O1 P O3                                	
8023:	Q  	Verb S Not O1                                     	
8024:	Q  	Verb S O1 Adv                                     	
8025:	Q  	Verb S O1 P O3 Adv                                	
8026:	Q  	Verb S O1 P O3                                    	
8027:	Q  	Verb S O1                                         	
8288:	DEC	O2 Aux S Never Verb O1 Adv                        	
8289:	DEC	O2 Aux S Never Verb O1 P O3 Adv                   	
8290:	DEC	O2 Aux S Never Verb O1 P O3                       	
8291:	DEC	O2 Aux S Never Verb O1                            	
8292:	DEC	O2 Aux S Not Verb O1 Adv                          	
8293:	DEC	O2 Aux S Not Verb O1 P O3 Adv                     	
8294:	DEC	O2 Aux S Not Verb O1 P O3                         	
8295:	DEC	O2 Aux S Not Verb O1                              	
8296:	DEC	O2 Aux S Verb O1 Adv                              	
8297:	DEC	O2 Aux S Verb O1 P O3 Adv                         	
8298:	DEC	O2 Aux S Verb O1 P O3                             	
8299:	DEC	O2 Aux S Verb O1                                  	
8640:	DEC	O2 Verb S Never O1 Adv                            	
8641:	DEC	O2 Verb S Never O1 P O3 Adv                       	
8642:	DEC	O2 Verb S Never O1 P O3                           	
8643:	DEC	O2 Verb S Never O1                                	
8644:	DEC	O2 Verb S Not O1 Adv                              	
8645:	DEC	O2 Verb S Not O1 P O3 Adv                         	
8646:	DEC	O2 Verb S Not O1 P O3                             	
8647:	DEC	O2 Verb S Not O1                                  	
8648:	DEC	O2 Verb S O1 Adv                                  	
8649:	DEC	O2 Verb S O1 P O3 Adv                             	
8650:	DEC	O2 Verb S O1 P O3                                 	
8651:	DEC	O2 Verb S O1                                      	
13440:	Q  	Aux S Never Verb O1 O2 Adv                        	
13441:	Q  	Aux S Never Verb O1 O2                            	
13442:	Q  	Aux S Never Verb O1 Adv                           	
13443:	Q  	Aux S Never Verb O1                               	
13444:	Q  	Aux S Never Verb Adv                              	
13445:	Q  	Aux S Never Verb                                  	
13446:	Q  	Aux S Not Verb O1 O2 Adv                          	
13447:	Q  	Aux S Not Verb O1 O2                              	
13448:	Q  	Aux S Not Verb O1 Adv                             	
13449:	Q  	Aux S Not Verb O1                                 	
13450:	Q  	Aux S Not Verb Adv                                	
13451:	Q  	Aux S Not Verb                                    	
13452:	Q  	Aux S Verb O1 O2 Adv                              	
13453:	Q  	Aux S Verb O1 O2                                  	
13454:	Q  	Aux S Verb O1 Adv                                 	
13455:	Q  	Aux S Verb O1                                     	
13456:	Q  	Aux S Verb Adv                                    	
13457:	Q  	Aux S Verb                                        	
13704:	Q  	Verb S Never O1 O2 Adv                            	
13705:	Q  	Verb S Never O1 O2                                	
13706:	Q  	Verb S Never O1 Adv                               	
13707:	Q  	Verb S Never O1                                   	
13708:	Q  	Verb S Never Adv                                  	
13709:	Q  	Verb S Never                                      	
13710:	Q  	Verb S Not O1 O2 Adv                              	
13711:	Q  	Verb S Not O1 O2                                  	
13712:	Q  	Verb S Not O1 Adv                                 	
13713:	Q  	Verb S Not O1                                     	
13714:	Q  	Verb S Not Adv                                    	
13715:	Q  	Verb S Not                                        	
13716:	Q  	Verb S O1 O2 Adv                                  	
13717:	Q  	Verb S O1 O2                                      	
13718:	Q  	Verb S O1 Adv                                     	
13719:	Q  	Verb S O1                                         	
13720:	Q  	Verb S Adv                                        	
13721:	Q  	Verb S                                            	
14112:	DEC	Aux Never Verb Adv                                	
14113:	DEC	Aux Never Verb O1 Adv                             	
14114:	DEC	Aux Never Verb O1 O2 Adv                          	
14115:	DEC	Aux Never Verb O1 O2 P O3 Adv                     	
14116:	DEC	Aux Never Verb O1 O2 P O3                         	
14117:	DEC	Aux Never Verb O1 O2                              	
14118:	DEC	Aux Never Verb O1 P O3 Adv                        	
14119:	DEC	Aux Never Verb O1 P O3                            	
14120:	DEC	Aux Never Verb O1                                 	
14121:	DEC	Aux Never Verb P O3 Adv                           	
14122:	DEC	Aux Never Verb P O3                               	
14123:	DEC	Aux Never Verb                                    	
14124:	DEC	Aux Not Verb Adv                                  	
14125:	DEC	Aux Not Verb O1 Adv                               	
14126:	DEC	Aux Not Verb O1 O2 Adv                            	
14127:	DEC	Aux Not Verb O1 O2 P O3 Adv                       	
14128:	DEC	Aux Not Verb O1 O2 P O3                           	
14129:	DEC	Aux Not Verb O1 O2                                	
14130:	DEC	Aux Not Verb O1 P O3 Adv                          	
14131:	DEC	Aux Not Verb O1 P O3                              	
14132:	DEC	Aux Not Verb O1                                   	
14133:	DEC	Aux Not Verb P O3 Adv                             	
14134:	DEC	Aux Not Verb P O3                                 	
14135:	DEC	Aux Not Verb                                      	
14136:	DEC	Aux Verb Adv                                      	
14137:	DEC	Aux Verb O1 Adv                                   	
14138:	DEC	Aux Verb O1 O2 Adv                                	
14139:	DEC	Aux Verb O1 O2 P O3 Adv                           	
14140:	DEC	Aux Verb O1 O2 P O3                               	
14141:	DEC	Aux Verb O1 O2                                    	
14142:	DEC	Aux Verb O1 P O3 Adv                              	
14143:	DEC	Aux Verb O1 P O3                                  	
14144:	DEC	Aux Verb O1                                       	
14145:	DEC	Aux Verb P O3 Adv                                 	
14146:	DEC	Aux Verb P O3                                     	
14147:	DEC	Aux Verb                                          	
14638:	IMP	Never Verb Adv                                    	
14639:	IMP	Never Verb O1 Adv                                 	
14640:	IMP	Never Verb O1 O2 Adv                              	
14641:	IMP	Never Verb O1 O2 P O3 Adv                         	
14642:	IMP	Never Verb O1 O2 P O3                             	
14643:	IMP	Never Verb O1 O2                                  	
14644:	IMP	Never Verb O1 P O3 Adv                            	
14645:	IMP	Never Verb O1 P O3                                	
14646:	IMP	Never Verb O1                                     	
14647:	IMP	Never Verb P O3 Adv                               	
14648:	IMP	Never Verb P O3                                   	
14649:	IMP	Never Verb                                        	
14650:	DEC	Verb Not Adv                                      	
14651:	DEC	Verb Not O1 Adv                                   	
14652:	DEC	Verb Not O1 O2 Adv                                	
14653:	DEC	Verb Not O1 O2 P O3 Adv                           	
14654:	DEC	Verb Not O1 O2 P O3                               	
14655:	DEC	Verb Not O1 O2                                    	
14656:	DEC	Verb Not O1 P O3 Adv                              	
14657:	DEC	Verb Not O1 P O3                                  	
14658:	DEC	Verb Not O1                                       	
14659:	DEC	Verb Not P O3 Adv                                 	
14660:	DEC	Verb Not P O3                                     	
14661:	DEC	Verb Not                                          	
14662:	IMP	Verb Adv                                          	
14663:	IMP	Verb O1 Adv                                       	
14664:	IMP	Verb O1 O2 Adv                                    	
14665:	IMP	Verb O1 O2 P O3 Adv                               	
14666:	IMP	Verb O1 O2 P O3                                   	
14667:	IMP	Verb O1 O2                                        	
14668:	IMP	Verb O1 P O3 Adv                                  	
14669:	IMP	Verb O1 P O3                                      	
14670:	IMP	Verb O1                                           	
14671:	IMP	Verb P O3 Adv                                     	
14672:	IMP	Verb P O3                                         	
14673:	IMP	Verb                                              	
15452:	DEC	S Aux Never Verb Adv                              	
15453:	DEC	S Aux Never Verb O1 Adv                           	
15454:	DEC	S Aux Never Verb O1 O2 Adv                        	
15455:	DEC	S Aux Never Verb O1 O2 P O3 Adv                   	
15456:	DEC	S Aux Never Verb O1 O2 P O3                       	
15457:	DEC	S Aux Never Verb O1 O2                            	
15458:	DEC	S Aux Never Verb O1 P O3 Adv                      	
15459:	DEC	S Aux Never Verb O1 P O3                          	
15460:	DEC	S Aux Never Verb O1                               	
15461:	DEC	S Aux Never Verb P O3 Adv                         	
15462:	DEC	S Aux Never Verb P O3                             	
15463:	DEC	S Aux Never Verb                                  	
15464:	DEC	S Aux Not Verb Adv                                	
15465:	DEC	S Aux Not Verb O1 Adv                             	
15466:	DEC	S Aux Not Verb O1 O2 Adv                          	
15467:	DEC	S Aux Not Verb O1 O2 P O3 Adv                     	
15468:	DEC	S Aux Not Verb O1 O2 P O3                         	
15469:	DEC	S Aux Not Verb O1 O2                              	
15470:	DEC	S Aux Not Verb O1 P O3 Adv                        	
15471:	DEC	S Aux Not Verb O1 P O3                            	
15472:	DEC	S Aux Not Verb O1                                 	
15473:	DEC	S Aux Not Verb P O3 Adv                           	
15474:	DEC	S Aux Not Verb P O3                               	
15475:	DEC	S Aux Not Verb                                    	
15476:	DEC	S Aux Verb Adv                                    	
15477:	DEC	S Aux Verb O1 Adv                                 	
15478:	DEC	S Aux Verb O1 O2 Adv                              	
15479:	DEC	S Aux Verb O1 O2 P O3 Adv                         	
15480:	DEC	S Aux Verb O1 O2 P O3                             	
15481:	DEC	S Aux Verb O1 O2                                  	
15482:	DEC	S Aux Verb O1 P O3 Adv                            	
15483:	DEC	S Aux Verb O1 P O3                                	
15484:	DEC	S Aux Verb O1                                     	
15485:	DEC	S Aux Verb P O3 Adv                               	
15486:	DEC	S Aux Verb P O3                                   	
15487:	DEC	S Aux Verb                                        	
15978:	DEC	S Verb Never Adv                                  	
15979:	DEC	S Verb Never O1 Adv                               	
15980:	DEC	S Verb Never O1 O2 Adv                            	
15981:	DEC	S Verb Never O1 O2 P O3 Adv                       	
15982:	DEC	S Verb Never O1 O2 P O3                           	
15983:	DEC	S Verb Never O1 O2                                	
15984:	DEC	S Verb Never O1 P O3 Adv                          	
15985:	DEC	S Verb Never O1 P O3                              	
15986:	DEC	S Verb Never O1                                   	
15987:	DEC	S Verb Never P O3 Adv                             	
15988:	DEC	S Verb Never P O3                                 	
15989:	DEC	S Verb Never                                      	
15990:	DEC	S Verb Not Adv                                    	
15991:	DEC	S Verb Not O1 Adv                                 	
15992:	DEC	S Verb Not O1 O2 Adv                              	
15993:	DEC	S Verb Not O1 O2 P O3 Adv                         	
15994:	DEC	S Verb Not O1 O2 P O3                             	
15995:	DEC	S Verb Not O1 O2                                  	
15996:	DEC	S Verb Not O1 P O3 Adv                            	
15997:	DEC	S Verb Not O1 P O3                                	
15998:	DEC	S Verb Not O1                                     	
15999:	DEC	S Verb Not P O3 Adv                               	
16000:	DEC	S Verb Not P O3                                   	
16001:	DEC	S Verb Not                                        	
16002:	DEC	S Verb Adv                                        	
16003:	DEC	S Verb O1 Adv                                     	
16004:	DEC	S Verb O1 O2 Adv                                  	
16005:	DEC	S Verb O1 O2 P O3 Adv                             	
16006:	DEC	S Verb O1 O2 P O3                                 	
16007:	DEC	S Verb O1 O2                                      	
16008:	DEC	S Verb O1 P O3 Adv                                	
16009:	DEC	S Verb O1 P O3                                    	
16010:	DEC	S Verb O1                                         	
16011:	DEC	S Verb P O3 Adv                                   	
16012:	DEC	S Verb P O3                                       	
16013:	DEC	S Verb                                            	
21484:	DEC	P O3 Aux S Never Verb O1 O2 Adv                   	
21485:	DEC	P O3 Aux S Never Verb O1 O2                       	
21486:	DEC	P O3 Aux S Never Verb O1 Adv                      	
21487:	DEC	P O3 Aux S Never Verb O1                          	
21488:	DEC	P O3 Aux S Never Verb Adv                         	
21489:	DEC	P O3 Aux S Never Verb                             	
21490:	DEC	P O3 Aux S Not Verb O1 O2 Adv                     	
21491:	DEC	P O3 Aux S Not Verb O1 O2                         	
21492:	DEC	P O3 Aux S Not Verb O1 Adv                        	
21493:	DEC	P O3 Aux S Not Verb O1                            	
21494:	DEC	P O3 Aux S Not Verb Adv                           	
21495:	DEC	P O3 Aux S Not Verb                               	
21496:	DEC	P O3 Aux S Verb O1 O2 Adv                         	
21497:	DEC	P O3 Aux S Verb O1 O2                             	
21498:	DEC	P O3 Aux S Verb O1 Adv                            	
21499:	DEC	P O3 Aux S Verb O1                                	
21500:	DEC	P O3 Aux S Verb Adv                               	
21501:	DEC	P O3 Aux S Verb                                   	
21748:	DEC	P O3 Verb S Never O1 O2 Adv                       	
21749:	DEC	P O3 Verb S Never O1 O2                           	
21750:	DEC	P O3 Verb S Never O1 Adv                          	
21751:	DEC	P O3 Verb S Never O1                              	
21752:	DEC	P O3 Verb S Never Adv                             	
21753:	DEC	P O3 Verb S Never                                 	
21754:	DEC	P O3 Verb S Not O1 O2 Adv                         	
21755:	DEC	P O3 Verb S Not O1 O2                             	
21756:	DEC	P O3 Verb S Not O1 Adv                            	
21757:	DEC	P O3 Verb S Not O1                                	
21758:	DEC	P O3 Verb S Not Adv                               	
21759:	DEC	P O3 Verb S Not                                   	
21760:	DEC	P O3 Verb S O1 O2 Adv                             	
21761:	DEC	P O3 Verb S O1 O2                                 	
21762:	DEC	P O3 Verb S O1 Adv                                	
21763:	DEC	P O3 Verb S O1                                    	
21764:	DEC	P O3 Verb S Adv                                   	
21765:	DEC	P O3 Verb S                                       	
23500:	IMP	Never Verb Adv                                    	
23501:	IMP	Never Verb O1 Adv                                 	
23502:	IMP	Never Verb O1 O2 Adv                              	
23503:	IMP	Never Verb O1 O2 P O3 Adv                         	
23504:	IMP	Never Verb O1 O2 P O3                             	
23505:	IMP	Never Verb O1 O2                                  	
23506:	IMP	Never Verb O1 P O3 Adv                            	
23507:	IMP	Never Verb O1 P O3                                	
23508:	IMP	Never Verb O1                                     	
23509:	IMP	Never Verb P O3 Adv                               	
23510:	IMP	Never Verb P O3                                   	
23511:	IMP	Never Verb                                        	
23512:	IMP	Not Verb Adv                                      	
23513:	IMP	Not Verb O1 Adv                                   	
23514:	IMP	Not Verb O1 O2 Adv                                	
23515:	IMP	Not Verb O1 O2 P O3 Adv                           	
23516:	IMP	Not Verb O1 O2 P O3                               	
23517:	IMP	Not Verb O1 O2                                    	
23518:	IMP	Not Verb O1 P O3 Adv                              	
23519:	IMP	Not Verb O1 P O3                                  	
23520:	IMP	Not Verb O1                                       	
23521:	IMP	Not Verb P O3 Adv                                 	
23522:	IMP	Not Verb P O3                                     	
23523:	IMP	Not Verb                                          	
23524:	IMP	Verb Adv                                          	
23525:	IMP	Verb O1 Adv                                       	
23526:	IMP	Verb O1 O2 Adv                                    	
23527:	IMP	Verb O1 O2 P O3 Adv                               	
23528:	IMP	Verb O1 O2 P O3                                   	
23529:	IMP	Verb O1 O2                                        	
23530:	IMP	Verb O1 P O3 Adv                                  	
23531:	IMP	Verb O1 P O3                                      	
23532:	IMP	Verb O1                                           	
23533:	IMP	Verb P O3 Adv                                     	
23534:	IMP	Verb P O3                                         	
23535:	IMP	Verb                                              	
23788:	Q  	Aux S Never Verb Adv                              	
23789:	Q  	Aux S Never Verb O1 Adv                           	
23790:	Q  	Aux S Never Verb O1 O2 Adv                        	
23791:	Q  	Aux S Never Verb O1 O2 P O3 Adv                   	
23792:	Q  	Aux S Never Verb O1 O2 P O3                       	
23793:	Q  	Aux S Never Verb O1 O2                            	
23794:	Q  	Aux S Never Verb O1 P O3 Adv                      	
23795:	Q  	Aux S Never Verb O1 P O3                          	
23796:	Q  	Aux S Never Verb O1                               	
23797:	Q  	Aux S Never Verb P O3 Adv                         	
23798:	Q  	Aux S Never Verb P O3                             	
23799:	Q  	Aux S Never Verb                                  	
23800:	Q  	Aux S Not Verb Adv                                	
23801:	Q  	Aux S Not Verb O1 Adv                             	
23802:	Q  	Aux S Not Verb O1 O2 Adv                          	
23803:	Q  	Aux S Not Verb O1 O2 P O3 Adv                     	
23804:	Q  	Aux S Not Verb O1 O2 P O3                         	
23805:	Q  	Aux S Not Verb O1 O2                              	
23806:	Q  	Aux S Not Verb O1 P O3 Adv                        	
23807:	Q  	Aux S Not Verb O1 P O3                            	
23808:	Q  	Aux S Not Verb O1                                 	
23809:	Q  	Aux S Not Verb P O3 Adv                           	
23810:	Q  	Aux S Not Verb P O3                               	
23811:	Q  	Aux S Not Verb                                    	
23812:	Q  	Aux S Verb Adv                                    	
23813:	Q  	Aux S Verb O1 Adv                                 	
23814:	Q  	Aux S Verb O1 O2 Adv                              	
23815:	Q  	Aux S Verb O1 O2 P O3 Adv                         	
23816:	Q  	Aux S Verb O1 O2 P O3                             	
23817:	Q  	Aux S Verb O1 O2                                  	
23818:	Q  	Aux S Verb O1 P O3 Adv                            	
23819:	Q  	Aux S Verb O1 P O3                                	
23820:	Q  	Aux S Verb O1                                     	
23821:	Q  	Aux S Verb P O3 Adv                               	
23822:	Q  	Aux S Verb P O3                                   	
23823:	Q  	Aux S Verb                                        	
24076:	Q  	Verb S Never Adv                                  	
24077:	Q  	Verb S Never O1 Adv                               	
24078:	Q  	Verb S Never O1 O2 Adv                            	
24079:	Q  	Verb S Never O1 O2 P O3 Adv                       	
24080:	Q  	Verb S Never O1 O2 P O3                           	
24081:	Q  	Verb S Never O1 O2                                	
24082:	Q  	Verb S Never O1 P O3 Adv                          	
24083:	Q  	Verb S Never O1 P O3                              	
24084:	Q  	Verb S Never O1                                   	
24085:	Q  	Verb S Never P O3 Adv                             	
24086:	Q  	Verb S Never P O3                                 	
24087:	Q  	Verb S Never                                      	
24088:	Q  	Verb S Not Adv                                    	
24089:	Q  	Verb S Not O1 Adv                                 	
24090:	Q  	Verb S Not O1 O2 Adv                              	
24091:	Q  	Verb S Not O1 O2 P O3 Adv                         	
24092:	Q  	Verb S Not O1 O2 P O3                             	
24093:	Q  	Verb S Not O1 O2                                  	
24094:	Q  	Verb S Not O1 P O3 Adv                            	
24095:	Q  	Verb S Not O1 P O3                                	
24096:	Q  	Verb S Not O1                                     	
24097:	Q  	Verb S Not P O3 Adv                               	
24098:	Q  	Verb S Not P O3                                   	
24099:	Q  	Verb S Not                                        	
24100:	Q  	Verb S Adv                                        	
24101:	Q  	Verb S O1 Adv                                     	
24102:	Q  	Verb S O1 O2 Adv                                  	
24103:	Q  	Verb S O1 O2 P O3 Adv                             	
24104:	Q  	Verb S O1 O2 P O3                                 	
24105:	Q  	Verb S O1 O2                                      	
24106:	Q  	Verb S O1 P O3 Adv                                	
24107:	Q  	Verb S O1 P O3                                    	
24108:	Q  	Verb S O1                                         	
24109:	Q  	Verb S P O3 Adv                                   	
24110:	Q  	Verb S P O3                                       	
24111:	Q  	Verb S                                            	
26468:	Q  	Aux S Never Verb O1 O2 P O3[+WH]                  	
26469:	Q  	Aux S Never Verb O1 O2[+WH]                       	
26470:	Q  	Aux S Never Verb O1 O2[+WH] P O3                  	
26471:	Q  	Aux S Never Verb O1 P O3[+WH]                     	
26472:	Q  	Aux S Never Verb O1[+WH]                          	
26473:	Q  	Aux S Never Verb O1[+WH] O2                       	
26474:	Q  	Aux S Never Verb O1[+WH] O2 P O3                  	
26475:	Q  	Aux S Never Verb O1[+WH] P O3                     	
26476:	Q  	Aux S Never Verb P O3[+WH]                        	
26477:	Q  	Aux S Not Verb O1 O2 P O3[+WH]                    	
26478:	Q  	Aux S Not Verb O1 O2[+WH]                         	
26479:	Q  	Aux S Not Verb O1 O2[+WH] P O3                    	
26480:	Q  	Aux S Not Verb O1 P O3[+WH]                       	
26481:	Q  	Aux S Not Verb O1[+WH]                            	
