BracketedTree #	ILLOC Force	SOW	Bracketed Tree	
3200	DEC	Adv[+WA] O3 P Verb Never S Aux                    	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](NegP[SLASH Adv](Negbar[SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(PP"O3""P")(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
3202	DEC	Adv[+WA] Verb Never S Aux                         	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](NegP[SLASH Adv](Negbar[SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
3204	DEC	Adv[+WA] O1 Verb S Aux                            	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]""O1"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
3206	DEC	Adv[+WA] O2 O1 Verb S Aux                         	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]""O2""O1"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
3208	DEC	Adv[+WA] O3 P O1 Verb S Aux                       	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(PP"O3""P")"O1"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
3210	DEC	Adv[+WA] O3 P O2 O1 Verb S Aux                    	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(PP"O3""P")"O2""O1"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
3212	DEC	Adv[+WA] O3 P Verb S Aux                          	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(PP"O3""P")(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
3214	DEC	Adv[+WA] Verb S Aux                               	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH Adv][SLASH Aux](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7600	DEC	O1[+WA] Adv Verb Not S Aux                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7602	DEC	O1[+WA] Adv O2 Verb Not S Aux                     	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7604	DEC	O1[+WA] Adv O3 P Verb Not S Aux                   	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7606	DEC	O1[+WA] Adv O3 P O2 Verb Not S Aux                	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7608	DEC	O1[+WA] Verb Not S Aux                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7610	DEC	O1[+WA] O2 Verb Not S Aux                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7612	DEC	O1[+WA] O3 P Verb Not S Aux                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7614	DEC	O1[+WA] O3 P O2 Verb Not S Aux                    	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7616	DEC	O1[+WA] Adv Verb Never S Aux                      	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7618	DEC	O1[+WA] Adv O2 Verb Never S Aux                   	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O2""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7620	DEC	O1[+WA] Adv O3 P Verb Never S Aux                 	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7622	DEC	O1[+WA] Adv O3 P O2 Verb Never S Aux              	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7624	DEC	O1[+WA] Verb Never S Aux                          	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7626	DEC	O1[+WA] O2 Verb Never S Aux                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"O2""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7628	DEC	O1[+WA] O3 P Verb Never S Aux                     	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7630	DEC	O1[+WA] O3 P O2 Verb Never S Aux                  	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7632	DEC	O1[+WA] Adv Verb S Aux                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](VP[SLASH O1](Vbar[SLASH O1]"Adv""O1[+NULL][SLASH O1]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7634	DEC	O1[+WA] Adv O2 Verb S Aux                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](VP[SLASH O1](Vbar[SLASH O1]"Adv""O2""O1[+NULL][SLASH O1]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7636	DEC	O1[+WA] Adv O3 P Verb S Aux                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7638	DEC	O1[+WA] Adv O3 P O2 Verb S Aux                    	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7640	DEC	O1[+WA] Verb S Aux                                	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](VP[SLASH O1](Vbar[SLASH O1]"O1[+NULL][SLASH O1]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7642	DEC	O1[+WA] O2 Verb S Aux                             	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](VP[SLASH O1](Vbar[SLASH O1]"O2""O1[+NULL][SLASH O1]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7644	DEC	O1[+WA] O3 P Verb S Aux                           	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
7646	DEC	O1[+WA] O3 P O2 Verb S Aux                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O1][SLASH Aux](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
9960	DEC	O2[+WA] Adv O1 Verb Not S Aux                     	(CP[ILLOC DEC][+FIN]"O2[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH O2](IP[ILLOC DEC][+FIN][SLASH O2][SLASH Aux](Ibar[ILLOC DEC][+FIN][SLASH O2][SLASH Aux](NegP[SLASH O2](NegBar[SLASH O2](VP[SLASH O2](Vbar[SLASH O2]"Adv""O2[+NULL][SLASH O2]""O1"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]"))"S")(C[ILLOC DEC][+FIN]"Aux[+FIN]")))       7252	
