UR #	ILLOC	SR	
24372	Q  	ka S Aux Never Verb O1                            	
24373	Q  	ka S Aux Never Verb P O3 Adv                      	
24374	Q  	ka S Aux Never Verb P O3                          	
24375	Q  	ka S Aux Never Verb                               	
24376	Q  	ka S Aux Not Verb Adv                             	
24377	Q  	ka S Aux Not Verb O1 Adv                          	
24378	Q  	ka S Aux Not Verb O1 O2 Adv                       	
24379	Q  	ka S Aux Not Verb O1 O2 P O3 Adv                  	
24380	Q  	ka S Aux Not Verb O1 O2 P O3                      	
24381	Q  	ka S Aux Not Verb O1 O2                           	
24382	Q  	ka S Aux Not Verb O1 P O3 Adv                     	
24383	Q  	ka S Aux Not Verb O1 P O3                         	
24384	Q  	ka S Aux Not Verb O1                              	
24385	Q  	ka S Aux Not Verb P O3 Adv                        	
24386	Q  	ka S Aux Not Verb P O3                            	
24387	Q  	ka S Aux Not Verb                                 	
24388	Q  	ka S Aux Verb Adv                                 	
24389	Q  	ka S Aux Verb O1 Adv                              	
24390	Q  	ka S Aux Verb O1 O2 Adv                           	
24391	Q  	ka S Aux Verb O1 O2 P O3 Adv                      	
24392	Q  	ka S Aux Verb O1 O2 P O3                          	
24393	Q  	ka S Aux Verb O1 O2                               	
24394	Q  	ka S Aux Verb O1 P O3 Adv                         	
24395	Q  	ka S Aux Verb O1 P O3                             	
24396	Q  	ka S Aux Verb O1                                  	
24397	Q  	ka S Aux Verb P O3 Adv                            	
24398	Q  	ka S Aux Verb P O3                                	
24399	Q  	ka S Aux Verb                                     	
24460	Q  	ka S Never Verb Adv                               	
24461	Q  	ka S Never Verb O1 Adv                            	
24462	Q  	ka S Never Verb O1 O2 Adv                         	
24463	Q  	ka S Never Verb O1 O2 P O3 Adv                    	
24464	Q  	ka S Never Verb O1 O2 P O3                        	
24465	Q  	ka S Never Verb O1 O2                             	
24466	Q  	ka S Never Verb O1 P O3 Adv                       	
24467	Q  	ka S Never Verb O1 P O3                           	
24468	Q  	ka S Never Verb O1                                	
24469	Q  	ka S Never Verb P O3 Adv                          	
24470	Q  	ka S Never Verb P O3                              	
24471	Q  	ka S Never Verb                                   	
24531	Q  	ka S Verb Adv                                     	
24532	Q  	ka S Verb O1 Adv                                  	
24533	Q  	ka S Verb O1 O2 Adv                               	
24534	Q  	ka S Verb O1 O2 P O3 Adv                          	
24535	Q  	ka S Verb O1 O2 P O3                              	
24536	Q  	ka S Verb O1 O2                                   	
24537	Q  	ka S Verb O1 P O3 Adv                             	
24538	Q  	ka S Verb O1 P O3                                 	
24539	Q  	ka S Verb O1                                      	
24540	Q  	ka S Verb P O3 Adv                                	
24541	Q  	ka S Verb P O3                                    	
24542	Q  	ka S Verb                                         	
31412	Q  	Adv[+WA] ka S Aux Never Verb O1 O2 P O3[+WH]      	
31413	Q  	Adv[+WA] ka S Aux Never Verb O1 O2[+WH]           	
31414	Q  	Adv[+WA] ka S Aux Never Verb O1 O2[+WH] P O3      	
31415	Q  	Adv[+WA] ka S Aux Never Verb O1 P O3[+WH]         	
31416	Q  	Adv[+WA] ka S Aux Never Verb O1[+WH]              	
31417	Q  	Adv[+WA] ka S Aux Never Verb O1[+WH] O2           	
31418	Q  	Adv[+WA] ka S Aux Never Verb O1[+WH] O2 P O3      	
31419	Q  	Adv[+WA] ka S Aux Never Verb O1[+WH] P O3         	
31420	Q  	Adv[+WA] ka S Aux Never Verb P O3[+WH]            	
31421	Q  	Adv[+WA] ka S Aux Not Verb O1 O2 P O3[+WH]        	
31422	Q  	Adv[+WA] ka S Aux Not Verb O1 O2[+WH]             	
31423	Q  	Adv[+WA] ka S Aux Not Verb O1 O2[+WH] P O3        	
31424	Q  	Adv[+WA] ka S Aux Not Verb O1 P O3[+WH]           	
31425	Q  	Adv[+WA] ka S Aux Not Verb O1[+WH]                	
31426	Q  	Adv[+WA] ka S Aux Not Verb O1[+WH] O2             	
31427	Q  	Adv[+WA] ka S Aux Not Verb O1[+WH] O2 P O3        	
31428	Q  	Adv[+WA] ka S Aux Not Verb O1[+WH] P O3           	
31429	Q  	Adv[+WA] ka S Aux Not Verb P O3[+WH]              	
31430	Q  	Adv[+WA] ka S Aux Verb O1 O2 P O3[+WH]            	
31431	Q  	Adv[+WA] ka S Aux Verb O1 O2[+WH]                 	
31432	Q  	Adv[+WA] ka S Aux Verb O1 O2[+WH] P O3            	
31433	Q  	Adv[+WA] ka S Aux Verb O1 P O3[+WH]               	
31434	Q  	Adv[+WA] ka S Aux Verb O1[+WH]                    	
31435	Q  	Adv[+WA] ka S Aux Verb O1[+WH] O2                 	
31436	Q  	Adv[+WA] ka S Aux Verb O1[+WH] O2 P O3            	
31437	Q  	Adv[+WA] ka S Aux Verb O1[+WH] P O3               	
31438	Q  	Adv[+WA] ka S Aux Verb P O3[+WH]                  	
31466	Q  	Adv[+WA] ka S Never Verb O1 O2 P O3[+WH]          	
31467	Q  	Adv[+WA] ka S Never Verb O1 O2[+WH]               	
31468	Q  	Adv[+WA] ka S Never Verb O1 O2[+WH] P O3          	
31469	Q  	Adv[+WA] ka S Never Verb O1 P O3[+WH]             	
31470	Q  	Adv[+WA] ka S Never Verb O1[+WH]                  	
31471	Q  	Adv[+WA] ka S Never Verb O1[+WH] O2               	
31472	Q  	Adv[+WA] ka S Never Verb O1[+WH] O2 P O3          	
31473	Q  	Adv[+WA] ka S Never Verb O1[+WH] P O3             	
31474	Q  	Adv[+WA] ka S Never Verb P O3[+WH]                	
31529	Q  	Adv[+WA] ka S Verb O1 O2 P O3[+WH]                	
31530	Q  	Adv[+WA] ka S Verb O1 O2[+WH]                     	
31531	Q  	Adv[+WA] ka S Verb O1 O2[+WH] P O3                	
31532	Q  	Adv[+WA] ka S Verb O1 P O3[+WH]                   	
31533	Q  	Adv[+WA] ka S Verb O1[+WH]                        	
31534	Q  	Adv[+WA] ka S Verb O1[+WH] O2                     	
31535	Q  	Adv[+WA] ka S Verb O1[+WH] O2 P O3                	
31536	Q  	Adv[+WA] ka S Verb O1[+WH] P O3                   	
31537	Q  	Adv[+WA] ka S Verb P O3[+WH]                      	
31700	Q  	Adv[+WA] ka S[+WH] Aux Never Verb                 	
31701	Q  	Adv[+WA] ka S[+WH] Aux Never Verb O1              	
31702	Q  	Adv[+WA] ka S[+WH] Aux Never Verb O1 O2           	
31703	Q  	Adv[+WA] ka S[+WH] Aux Never Verb O1 O2 P O3      	
31704	Q  	Adv[+WA] ka S[+WH] Aux Never Verb O1 P O3         	
31705	Q  	Adv[+WA] ka S[+WH] Aux Never Verb P O3            	
31706	Q  	Adv[+WA] ka S[+WH] Aux Not Verb                   	
31707	Q  	Adv[+WA] ka S[+WH] Aux Not Verb O1                	
31708	Q  	Adv[+WA] ka S[+WH] Aux Not Verb O1 O2             	
31709	Q  	Adv[+WA] ka S[+WH] Aux Not Verb O1 O2 P O3        	
31710	Q  	Adv[+WA] ka S[+WH] Aux Not Verb O1 P O3           	
31711	Q  	Adv[+WA] ka S[+WH] Aux Not Verb P O3              	
31712	Q  	Adv[+WA] ka S[+WH] Aux Verb                       	
31713	Q  	Adv[+WA] ka S[+WH] Aux Verb O1                    	
31714	Q  	Adv[+WA] ka S[+WH] Aux Verb O1 O2                 	
31715	Q  	Adv[+WA] ka S[+WH] Aux Verb O1 O2 P O3            	
31716	Q  	Adv[+WA] ka S[+WH] Aux Verb O1 P O3               	
31717	Q  	Adv[+WA] ka S[+WH] Aux Verb P O3                  	
31736	Q  	Adv[+WA] ka S[+WH] Never Verb                     	
31737	Q  	Adv[+WA] ka S[+WH] Never Verb O1                  	
31738	Q  	Adv[+WA] ka S[+WH] Never Verb O1 O2               	
31739	Q  	Adv[+WA] ka S[+WH] Never Verb O1 O2 P O3          	
31740	Q  	Adv[+WA] ka S[+WH] Never Verb O1 P O3             	
31741	Q  	Adv[+WA] ka S[+WH] Never Verb P O3                	
31778	Q  	Adv[+WA] ka S[+WH] Verb                           	
31779	Q  	Adv[+WA] ka S[+WH] Verb O1                        	
31780	Q  	Adv[+WA] ka S[+WH] Verb O1 O2                     	
31781	Q  	Adv[+WA] ka S[+WH] Verb O1 O2 P O3                	
31782	Q  	Adv[+WA] ka S[+WH] Verb O1 P O3                   	
31783	Q  	Adv[+WA] ka S[+WH] Verb P O3                      	
33812	Q  	Adv[+WH][+WA] ka S Aux Never Verb                 	
33813	Q  	Adv[+WH][+WA] ka S Aux Never Verb O1              	
33814	Q  	Adv[+WH][+WA] ka S Aux Never Verb O1 O2           	
33815	Q  	Adv[+WH][+WA] ka S Aux Never Verb O1 O2 P O3      	
33816	Q  	Adv[+WH][+WA] ka S Aux Never Verb O1 P O3         	
33817	Q  	Adv[+WH][+WA] ka S Aux Never Verb P O3            	
33818	Q  	Adv[+WH][+WA] ka S Aux Not Verb                   	
33819	Q  	Adv[+WH][+WA] ka S Aux Not Verb O1                	
33820	Q  	Adv[+WH][+WA] ka S Aux Not Verb O1 O2             	
33821	Q  	Adv[+WH][+WA] ka S Aux Not Verb O1 O2 P O3        	
33822	Q  	Adv[+WH][+WA] ka S Aux Not Verb O1 P O3           	
33823	Q  	Adv[+WH][+WA] ka S Aux Not Verb P O3              	
33824	Q  	Adv[+WH][+WA] ka S Aux Verb                       	
33825	Q  	Adv[+WH][+WA] ka S Aux Verb O1                    	
33826	Q  	Adv[+WH][+WA] ka S Aux Verb O1 O2                 	
33827	Q  	Adv[+WH][+WA] ka S Aux Verb O1 O2 P O3            	
33828	Q  	Adv[+WH][+WA] ka S Aux Verb O1 P O3               	
33829	Q  	Adv[+WH][+WA] ka S Aux Verb P O3                  	
33848	Q  	Adv[+WH][+WA] ka S Never Verb                     	
33849	Q  	Adv[+WH][+WA] ka S Never Verb O1                  	
33850	Q  	Adv[+WH][+WA] ka S Never Verb O1 O2               	
33851	Q  	Adv[+WH][+WA] ka S Never Verb O1 O2 P O3          	
33852	Q  	Adv[+WH][+WA] ka S Never Verb O1 P O3             	
33853	Q  	Adv[+WH][+WA] ka S Never Verb P O3                	
33890	Q  	Adv[+WH][+WA] ka S Verb                           	
33891	Q  	Adv[+WH][+WA] ka S Verb O1                        	
33892	Q  	Adv[+WH][+WA] ka S Verb O1 O2                     	
33893	Q  	Adv[+WH][+WA] ka S Verb O1 O2 P O3                	
33894	Q  	Adv[+WH][+WA] ka S Verb O1 P O3                   	
33895	Q  	Adv[+WH][+WA] ka S Verb P O3                      	
42804	Q  	O1[+WA] ka S Aux Never Verb Adv[+WH]              	
42805	Q  	O1[+WA] ka S Aux Never Verb O2 Adv[+WH]           	
42806	Q  	O1[+WA] ka S Aux Never Verb O2 P O3 Adv[+WH]      	
42807	Q  	O1[+WA] ka S Aux Never Verb O2 P O3[+WH] Adv      	
42808	Q  	O1[+WA] ka S Aux Never Verb O2 P O3[+WH]          	
42809	Q  	O1[+WA] ka S Aux Never Verb O2[+WH] Adv           	
42810	Q  	O1[+WA] ka S Aux Never Verb O2[+WH] P O3 Adv      	
42811	Q  	O1[+WA] ka S Aux Never Verb O2[+WH] P O3          	
42812	Q  	O1[+WA] ka S Aux Never Verb O2[+WH]               	
42813	Q  	O1[+WA] ka S Aux Never Verb P O3 Adv[+WH]         	
42814	Q  	O1[+WA] ka S Aux Never Verb P O3[+WH] Adv         	
42815	Q  	O1[+WA] ka S Aux Never Verb P O3[+WH]             	
42816	Q  	O1[+WA] ka S Aux Not Verb Adv[+WH]                	
42817	Q  	O1[+WA] ka S Aux Not Verb O2 Adv[+WH]             	
42818	Q  	O1[+WA] ka S Aux Not Verb O2 P O3 Adv[+WH]        	
42819	Q  	O1[+WA] ka S Aux Not Verb O2 P O3[+WH] Adv        	
42820	Q  	O1[+WA] ka S Aux Not Verb O2 P O3[+WH]            	
42821	Q  	O1[+WA] ka S Aux Not Verb O2[+WH] Adv             	
42822	Q  	O1[+WA] ka S Aux Not Verb O2[+WH] P O3 Adv        	
42823	Q  	O1[+WA] ka S Aux Not Verb O2[+WH] P O3            	
42824	Q  	O1[+WA] ka S Aux Not Verb O2[+WH]                 	
42825	Q  	O1[+WA] ka S Aux Not Verb P O3 Adv[+WH]           	
42826	Q  	O1[+WA] ka S Aux Not Verb P O3[+WH] Adv           	
42827	Q  	O1[+WA] ka S Aux Not Verb P O3[+WH]               	
42828	Q  	O1[+WA] ka S Aux Verb Adv[+WH]                    	
42829	Q  	O1[+WA] ka S Aux Verb O2 Adv[+WH]                 	
42830	Q  	O1[+WA] ka S Aux Verb O2 P O3 Adv[+WH]            	
42831	Q  	O1[+WA] ka S Aux Verb O2 P O3[+WH] Adv            	
42832	Q  	O1[+WA] ka S Aux Verb O2 P O3[+WH]                	
42833	Q  	O1[+WA] ka S Aux Verb O2[+WH] Adv                 	
42834	Q  	O1[+WA] ka S Aux Verb O2[+WH] P O3 Adv            	
42835	Q  	O1[+WA] ka S Aux Verb O2[+WH] P O3                	
42836	Q  	O1[+WA] ka S Aux Verb O2[+WH]                     	
42837	Q  	O1[+WA] ka S Aux Verb P O3 Adv[+WH]               	
42838	Q  	O1[+WA] ka S Aux Verb P O3[+WH] Adv               	
42839	Q  	O1[+WA] ka S Aux Verb P O3[+WH]                   	
42876	Q  	O1[+WA] ka S Never Verb Adv[+WH]                  	
42877	Q  	O1[+WA] ka S Never Verb O2 Adv[+WH]               	
42878	Q  	O1[+WA] ka S Never Verb O2 P O3 Adv[+WH]          	
42879	Q  	O1[+WA] ka S Never Verb O2 P O3[+WH] Adv          	
42880	Q  	O1[+WA] ka S Never Verb O2 P O3[+WH]              	
42881	Q  	O1[+WA] ka S Never Verb O2[+WH] Adv               	
42882	Q  	O1[+WA] ka S Never Verb O2[+WH] P O3 Adv          	
42883	Q  	O1[+WA] ka S Never Verb O2[+WH] P O3              	
42884	Q  	O1[+WA] ka S Never Verb O2[+WH]                   	
42885	Q  	O1[+WA] ka S Never Verb P O3 Adv[+WH]             	
42886	Q  	O1[+WA] ka S Never Verb P O3[+WH] Adv             	
42887	Q  	O1[+WA] ka S Never Verb P O3[+WH]                 	
42960	Q  	O1[+WA] ka S Verb Adv[+WH]                        	
42961	Q  	O1[+WA] ka S Verb O2 Adv[+WH]                     	
42962	Q  	O1[+WA] ka S Verb O2 P O3 Adv[+WH]                	
42963	Q  	O1[+WA] ka S Verb O2 P O3[+WH] Adv                	
42964	Q  	O1[+WA] ka S Verb O2 P O3[+WH]                    	
42965	Q  	O1[+WA] ka S Verb O2[+WH] Adv                     	
42966	Q  	O1[+WA] ka S Verb O2[+WH] P O3 Adv                	
42967	Q  	O1[+WA] ka S Verb O2[+WH] P O3                    	
42968	Q  	O1[+WA] ka S Verb O2[+WH]                         	
42969	Q  	O1[+WA] ka S Verb P O3 Adv[+WH]                   	
42970	Q  	O1[+WA] ka S Verb P O3[+WH] Adv                   	
42971	Q  	O1[+WA] ka S Verb P O3[+WH]                       	
43188	Q  	O1[+WA] ka S[+WH] Aux Never Verb Adv              	
43189	Q  	O1[+WA] ka S[+WH] Aux Never Verb O2 Adv           	
