BracketedTree #	ILLOC Force	SOW	Bracketed Tree	
21376	DEC	O3 P Adv O1 Verb Not S Aux                        	
21378	DEC	O3 P Adv O2 O1 Verb Not S Aux                     	
21380	DEC	O3 P Adv Verb Not S Aux                           	
21382	Q  	O3 P O1 Verb Not S Aux                            	
21384	Q  	O3 P O2 O1 Verb Not S Aux                         	
21386	Q  	O3 P Verb Not S Aux                               	
21388	DEC	O3 P Adv O1 Verb Never S Aux                      	
21390	DEC	O3 P Adv O2 O1 Verb Never S Aux                   	
21392	DEC	O3 P Adv Verb Never S Aux                         	
21394	Q  	O3 P O1 Verb Never S Aux                          	
21396	Q  	O3 P O2 O1 Verb Never S Aux                       	
21398	Q  	O3 P Verb Never S Aux                             	
21400	DEC	O3 P Adv O1 Verb S Aux                            	
21402	DEC	O3 P Adv O2 O1 Verb S Aux                         	
21404	DEC	O3 P Adv Verb S Aux                               	
21406	Q  	O3 P O1 Verb S Aux                                	
21408	Q  	O3 P O2 O1 Verb S Aux                             	
21410	Q  	O3 P Verb S Aux                                   	
23752	IMP	Adv O1 Verb Not                                   	
23753	IMP	Adv O2 O1 Verb Not                                	
23754	IMP	Adv O3 P O1 Verb Not                              	
23755	IMP	Adv O3 P O2 O1 Verb Not                           	
23756	IMP	Adv O3 P Verb Not                                 	
23757	IMP	Adv Verb Not                                      	
23758	IMP	O1 Verb Not                                       	
23759	IMP	O2 O1 Verb Not                                    	
23760	IMP	O3 P O1 Verb Not                                  	
23761	IMP	O3 P O2 O1 Verb Not                               	
23762	IMP	O3 P Verb Not                                     	
23763	IMP	Verb Not                                          	
23764	IMP	Adv O1 Verb Never                                 	
23765	IMP	Adv O2 O1 Verb Never                              	
23766	IMP	Adv O3 P O1 Verb Never                            	
23767	IMP	Adv O3 P O2 O1 Verb Never                         	
23768	IMP	Adv O3 P Verb Never                               	
23769	IMP	Adv Verb Never                                    	
23770	IMP	O1 Verb Never                                     	
23771	IMP	O2 O1 Verb Never                                  	
23772	IMP	O3 P O1 Verb Never                                	
23773	IMP	O3 P O2 O1 Verb Never                             	
23774	IMP	O3 P Verb Never                                   	
23775	IMP	Verb Never                                        	
23776	IMP	Adv O1 Verb                                       	
23777	IMP	Adv O2 O1 Verb                                    	
23778	IMP	Adv O3 P O1 Verb                                  	
23779	IMP	Adv O3 P O2 O1 Verb                               	
23780	IMP	Adv O3 P Verb                                     	
23781	IMP	Adv Verb                                          	
23782	IMP	O1 Verb                                           	
23783	IMP	O2 O1 Verb                                        	
23784	IMP	O3 P O1 Verb                                      	
23785	IMP	O3 P O2 O1 Verb                                   	
23786	IMP	O3 P Verb                                         	
23787	IMP	Verb                                              	
26108	Q  	Adv O1 Verb Not S Aux                             	
26110	Q  	Adv O2 O1 Verb Not S Aux                          	
26112	Q  	Adv O3 P O1 Verb Not S Aux                        	
26114	Q  	Adv O3 P O2 O1 Verb Not S Aux                     	
26116	Q  	Adv O3 P Verb Not S Aux                           	
26118	Q  	Adv Verb Not S Aux                                	
26120	Q  	O1 Verb Not S Aux                                 	
26122	Q  	O2 O1 Verb Not S Aux                              	
26124	Q  	O3 P O1 Verb Not S Aux                            	
26126	Q  	O3 P O2 O1 Verb Not S Aux                         	
26128	Q  	O3 P Verb Not S Aux                               	
26130	Q  	Verb Not S Aux                                    	
26132	Q  	Adv O1 Verb Never S Aux                           	
26134	Q  	Adv O2 O1 Verb Never S Aux                        	
26136	Q  	Adv O3 P O1 Verb Never S Aux                      	
26138	Q  	Adv O3 P O2 O1 Verb Never S Aux                   	
26140	Q  	Adv O3 P Verb Never S Aux                         	
26142	Q  	Adv Verb Never S Aux                              	
26144	Q  	O1 Verb Never S Aux                               	
26146	Q  	O2 O1 Verb Never S Aux                            	
26148	Q  	O3 P O1 Verb Never S Aux                          	
26150	Q  	O3 P O2 O1 Verb Never S Aux                       	
26152	Q  	O3 P Verb Never S Aux                             	
26154	Q  	Verb Never S Aux                                  	
26156	Q  	Adv O1 Verb S Aux                                 	
26158	Q  	Adv O2 O1 Verb S Aux                              	
26160	Q  	Adv O3 P O1 Verb S Aux                            	
26162	Q  	Adv O3 P O2 O1 Verb S Aux                         	
26164	Q  	Adv O3 P Verb S Aux                               	
26166	Q  	Adv Verb S Aux                                    	
26168	Q  	O1 Verb S Aux                                     	
26170	Q  	O2 O1 Verb S Aux                                  	
26172	Q  	O3 P O1 Verb S Aux                                	
26174	Q  	O3 P O2 O1 Verb S Aux                             	
26176	Q  	O3 P Verb S Aux                                   	
26178	Q  	Verb S Aux                                        	
30458	Q  	Adv O1[+WH] Verb Not S Aux                        	
30460	Q  	Adv O2 O1[+WH] Verb Not S Aux                     	
30462	Q  	Adv O2[+WH] O1 Verb Not S Aux                     	
30464	Q  	Adv O3 P O1[+WH] Verb Not S Aux                   	
30466	Q  	Adv O3 P O2 O1[+WH] Verb Not S Aux                	
30468	Q  	Adv O3 P O2[+WH] O1 Verb Not S Aux                	
30470	Q  	Adv O3[+WH] P O1 Verb Not S Aux                   	
30472	Q  	Adv O3[+WH] P O2 O1 Verb Not S Aux                	
30474	Q  	Adv O3[+WH] P Verb Not S Aux                      	
30476	Q  	Adv O1[+WH] Verb Never S Aux                      	
30478	Q  	Adv O2 O1[+WH] Verb Never S Aux                   	
30480	Q  	Adv O2[+WH] O1 Verb Never S Aux                   	
30482	Q  	Adv O3 P O1[+WH] Verb Never S Aux                 	
30484	Q  	Adv O3 P O2 O1[+WH] Verb Never S Aux              	
30486	Q  	Adv O3 P O2[+WH] O1 Verb Never S Aux              	
30488	Q  	Adv O3[+WH] P O1 Verb Never S Aux                 	
30490	Q  	Adv O3[+WH] P O2 O1 Verb Never S Aux              	
30492	Q  	Adv O3[+WH] P Verb Never S Aux                    	
30494	Q  	Adv O1[+WH] Verb S Aux                            	
30496	Q  	Adv O2 O1[+WH] Verb S Aux                         	
30498	Q  	Adv O2[+WH] O1 Verb S Aux                         	
30500	Q  	Adv O3 P O1[+WH] Verb S Aux                       	
30502	Q  	Adv O3 P O2 O1[+WH] Verb S Aux                    	
30504	Q  	Adv O3 P O2[+WH] O1 Verb S Aux                    	
30506	Q  	Adv O3[+WH] P O1 Verb S Aux                       	
30508	Q  	Adv O3[+WH] P O2 O1 Verb S Aux                    	
30510	Q  	Adv O3[+WH] P Verb S Aux                          	
30530	Q  	Adv O1 Verb Not S[+WH] Aux                        	
30531	Q  	Adv O2 O1 Verb Not S[+WH] Aux                     	
30532	Q  	Adv O3 P O1 Verb Not S[+WH] Aux                   	
30533	Q  	Adv O3 P O2 O1 Verb Not S[+WH] Aux                	
30534	Q  	Adv O3 P Verb Not S[+WH] Aux                      	
30535	Q  	Adv Verb Not S[+WH] Aux                           	
30536	Q  	Adv O1 Verb Never S[+WH] Aux                      	
30537	Q  	Adv O2 O1 Verb Never S[+WH] Aux                   	
30538	Q  	Adv O3 P O1 Verb Never S[+WH] Aux                 	
30539	Q  	Adv O3 P O2 O1 Verb Never S[+WH] Aux              	
30540	Q  	Adv O3 P Verb Never S[+WH] Aux                    	
30541	Q  	Adv Verb Never S[+WH] Aux                         	
30542	Q  	Adv O1 Verb S[+WH] Aux                            	
30543	Q  	Adv O2 O1 Verb S[+WH] Aux                         	
30544	Q  	Adv O3 P O1 Verb S[+WH] Aux                       	
30545	Q  	Adv O3 P O2 O1 Verb S[+WH] Aux                    	
30546	Q  	Adv O3 P Verb S[+WH] Aux                          	
30547	Q  	Adv Verb S[+WH] Aux                               	
36032	Q  	Adv[+WH] O1 Verb Not S Aux                        	
36034	Q  	Adv[+WH] O2 O1 Verb Not S Aux                     	
36036	Q  	Adv[+WH] O3 P O1 Verb Not S Aux                   	
36038	Q  	Adv[+WH] O3 P O2 O1 Verb Not S Aux                	
36040	Q  	Adv[+WH] O3 P Verb Not S Aux                      	
36042	Q  	Adv[+WH] Verb Not S Aux                           	
36044	Q  	Adv[+WH] O1 Verb Never S Aux                      	
36046	Q  	Adv[+WH] O2 O1 Verb Never S Aux                   	
36048	Q  	Adv[+WH] O3 P O1 Verb Never S Aux                 	
36050	Q  	Adv[+WH] O3 P O2 O1 Verb Never S Aux              	
36052	Q  	Adv[+WH] O3 P Verb Never S Aux                    	
36054	Q  	Adv[+WH] Verb Never S Aux                         	
36056	Q  	Adv[+WH] O1 Verb S Aux                            	
36058	Q  	Adv[+WH] O2 O1 Verb S Aux                         	
36060	Q  	Adv[+WH] O3 P O1 Verb S Aux                       	
36062	Q  	Adv[+WH] O3 P O2 O1 Verb S Aux                    	
36064	Q  	Adv[+WH] O3 P Verb S Aux                          	
36066	Q  	Adv[+WH] Verb S Aux                               	
41532	Q  	O1 Adv O2[+WH] Verb Not S Aux                     	
41534	Q  	O1 Adv O3 P O2[+WH] Verb Not S Aux                	
41536	Q  	O1 Adv O3[+WH] P Verb Not S Aux                   	
41538	Q  	O1 Adv O3[+WH] P O2 Verb Not S Aux                	
41540	Q  	O1 Adv[+WH] Verb Not S Aux                        	
41542	Q  	O1 Adv[+WH] O2 Verb Not S Aux                     	
41544	Q  	O1 Adv[+WH] O3 P Verb Not S Aux                   	
41546	Q  	O1 Adv[+WH] O3 P O2 Verb Not S Aux                	
41548	Q  	O1 O2[+WH] Verb Not S Aux                         	
41550	Q  	O1 O3 P O2[+WH] Verb Not S Aux                    	
41552	Q  	O1 O3[+WH] P Verb Not S Aux                       	
41554	Q  	O1 O3[+WH] P O2 Verb Not S Aux                    	
41556	Q  	O1 Adv O2[+WH] Verb Never S Aux                   	
41558	Q  	O1 Adv O3 P O2[+WH] Verb Never S Aux              	
41560	Q  	O1 Adv O3[+WH] P Verb Never S Aux                 	
41562	Q  	O1 Adv O3[+WH] P O2 Verb Never S Aux              	
41564	Q  	O1 Adv[+WH] Verb Never S Aux                      	
41566	Q  	O1 Adv[+WH] O2 Verb Never S Aux                   	
41568	Q  	O1 Adv[+WH] O3 P Verb Never S Aux                 	
41570	Q  	O1 Adv[+WH] O3 P O2 Verb Never S Aux              	
41572	Q  	O1 O2[+WH] Verb Never S Aux                       	
41574	Q  	O1 O3 P O2[+WH] Verb Never S Aux                  	
41576	Q  	O1 O3[+WH] P Verb Never S Aux                     	
41578	Q  	O1 O3[+WH] P O2 Verb Never S Aux                  	
41580	Q  	O1 Adv O2[+WH] Verb S Aux                         	
41582	Q  	O1 Adv O3 P O2[+WH] Verb S Aux                    	
41584	Q  	O1 Adv O3[+WH] P Verb S Aux                       	
41586	Q  	O1 Adv O3[+WH] P O2 Verb S Aux                    	
41588	Q  	O1 Adv[+WH] Verb S Aux                            	
41590	Q  	O1 Adv[+WH] O2 Verb S Aux                         	
41592	Q  	O1 Adv[+WH] O3 P Verb S Aux                       	
41594	Q  	O1 Adv[+WH] O3 P O2 Verb S Aux                    	
41596	Q  	O1 O2[+WH] Verb S Aux                             	
41598	Q  	O1 O3 P O2[+WH] Verb S Aux                        	
41600	Q  	O1 O3[+WH] P Verb S Aux                           	
41602	Q  	O1 O3[+WH] P O2 Verb S Aux                        	
41628	Q  	O1 Adv Verb Not S[+WH] Aux                        	
41629	Q  	O1 Adv O2 Verb Not S[+WH] Aux                     	
41630	Q  	O1 Adv O3 P Verb Not S[+WH] Aux                   	
41631	Q  	O1 Adv O3 P O2 Verb Not S[+WH] Aux                	
41632	Q  	O1 Verb Not S[+WH] Aux                            	
41633	Q  	O1 O2 Verb Not S[+WH] Aux                         	
41634	Q  	O1 O3 P Verb Not S[+WH] Aux                       	
41635	Q  	O1 O3 P O2 Verb Not S[+WH] Aux                    	
41636	Q  	O1 Adv Verb Never S[+WH] Aux                      	
41637	Q  	O1 Adv O2 Verb Never S[+WH] Aux                   	
41638	Q  	O1 Adv O3 P Verb Never S[+WH] Aux                 	
41639	Q  	O1 Adv O3 P O2 Verb Never S[+WH] Aux              	
41640	Q  	O1 Verb Never S[+WH] Aux                          	
41641	Q  	O1 O2 Verb Never S[+WH] Aux                       	
41642	Q  	O1 O3 P Verb Never S[+WH] Aux                     	
41643	Q  	O1 O3 P O2 Verb Never S[+WH] Aux                  	
41644	Q  	O1 Adv Verb S[+WH] Aux                            	
41645	Q  	O1 Adv O2 Verb S[+WH] Aux                         	
41646	Q  	O1 Adv O3 P Verb S[+WH] Aux                       	
41647	Q  	O1 Adv O3 P O2 Verb S[+WH] Aux                    	
41648	Q  	O1 Verb S[+WH] Aux                                	
41649	Q  	O1 O2 Verb S[+WH] Aux                             	
41650	Q  	O1 O3 P Verb S[+WH] Aux                           	
41651	Q  	O1 O3 P O2 Verb S[+WH] Aux                        	
48964	Q  	O1[+WH] Adv Verb Not S Aux                        	
48966	Q  	O1[+WH] Adv O2 Verb Not S Aux                     	
48968	Q  	O1[+WH] Adv O3 P Verb Not S Aux                   	
48970	Q  	O1[+WH] Adv O3 P O2 Verb Not S Aux                	
48972	Q  	O1[+WH] Verb Not S Aux                            	
48974	Q  	O1[+WH] O2 Verb Not S Aux                         	
48976	Q  	O1[+WH] O3 P Verb Not S Aux                       	
48978	Q  	O1[+WH] O3 P O2 Verb Not S Aux                    	
48980	Q  	O1[+WH] Adv Verb Never S Aux                      	
48982	Q  	O1[+WH] Adv O2 Verb Never S Aux                   	
48984	Q  	O1[+WH] Adv O3 P Verb Never S Aux                 	
48986	Q  	O1[+WH] Adv O3 P O2 Verb Never S Aux              	
48988	Q  	O1[+WH] Verb Never S Aux                          	
48990	Q  	O1[+WH] O2 Verb Never S Aux                       	
48992	Q  	O1[+WH] O3 P Verb Never S Aux                     	
48994	Q  	O1[+WH] O3 P O2 Verb Never S Aux                  	
48996	Q  	O1[+WH] Adv Verb S Aux                            	
48998	Q  	O1[+WH] Adv O2 Verb S Aux                         	
49000	Q  	O1[+WH] Adv O3 P Verb S Aux                       	
49002	Q  	O1[+WH] Adv O3 P O2 Verb S Aux                    	
49004	Q  	O1[+WH] Verb S Aux                                	
49006	Q  	O1[+WH] O2 Verb S Aux                             	
49008	Q  	O1[+WH] O3 P Verb S Aux                           	
49010	Q  	O1[+WH] O3 P O2 Verb S Aux                        	
52476	Q  	O2 Adv O1[+WH] Verb Not S Aux                     	
52478	Q  	O2 Adv O3 P O1[+WH] Verb Not S Aux                	
52480	Q  	O2 Adv O3[+WH] P O1 Verb Not S Aux                	
52482	Q  	O2 Adv[+WH] O1 Verb Not S Aux                     	
52484	Q  	O2 Adv[+WH] O3 P O1 Verb Not S Aux                	
52486	Q  	O2 O1[+WH] Verb Not S Aux                         	
52488	Q  	O2 O3 P O1[+WH] Verb Not S Aux                    	
52490	Q  	O2 O3[+WH] P O1 Verb Not S Aux                    	
52492	Q  	O2 Adv O1[+WH] Verb Never S Aux                   	
52494	Q  	O2 Adv O3 P O1[+WH] Verb Never S Aux              	
52496	Q  	O2 Adv O3[+WH] P O1 Verb Never S Aux              	
52498	Q  	O2 Adv[+WH] O1 Verb Never S Aux                   	
52500	Q  	O2 Adv[+WH] O3 P O1 Verb Never S Aux              	
52502	Q  	O2 O1[+WH] Verb Never S Aux                       	
52504	Q  	O2 O3 P O1[+WH] Verb Never S Aux                  	
52506	Q  	O2 O3[+WH] P O1 Verb Never S Aux                  	
52508	Q  	O2 Adv O1[+WH] Verb S Aux                         	
52510	Q  	O2 Adv O3 P O1[+WH] Verb S Aux                    	
52512	Q  	O2 Adv O3[+WH] P O1 Verb S Aux                    	
52514	Q  	O2 Adv[+WH] O1 Verb S Aux                         	
52516	Q  	O2 Adv[+WH] O3 P O1 Verb S Aux                    	
52518	Q  	O2 O1[+WH] Verb S Aux                             	
52520	Q  	O2 O3 P O1[+WH] Verb S Aux                        	
52522	Q  	O2 O3[+WH] P O1 Verb S Aux                        	
52536	Q  	O2 Adv O1 Verb Not S[+WH] Aux                     	
52537	Q  	O2 Adv O3 P O1 Verb Not S[+WH] Aux                	
52538	Q  	O2 O1 Verb Not S[+WH] Aux                         	
52539	Q  	O2 O3 P O1 Verb Not S[+WH] Aux                    	
52540	Q  	O2 Adv O1 Verb Never S[+WH] Aux                   	
52541	Q  	O2 Adv O3 P O1 Verb Never S[+WH] Aux              	
52542	Q  	O2 O1 Verb Never S[+WH] Aux                       	
52543	Q  	O2 O3 P O1 Verb Never S[+WH] Aux                  	
52544	Q  	O2 Adv O1 Verb S[+WH] Aux                         	
52545	Q  	O2 Adv O3 P O1 Verb S[+WH] Aux                    	
52546	Q  	O2 O1 Verb S[+WH] Aux                             	
52547	Q  	O2 O3 P O1 Verb S[+WH] Aux                        	
56700	Q  	O2[+WH] Adv O1 Verb Not S Aux                     	
56702	Q  	O2[+WH] Adv O3 P O1 Verb Not S Aux                	
56704	Q  	O2[+WH] O1 Verb Not S Aux                         	
56706	Q  	O2[+WH] O3 P O1 Verb Not S Aux                    	
56708	Q  	O2[+WH] Adv O1 Verb Never S Aux                   	
56710	Q  	O2[+WH] Adv O3 P O1 Verb Never S Aux              	
56712	Q  	O2[+WH] O1 Verb Never S Aux                       	
56714	Q  	O2[+WH] O3 P O1 Verb Never S Aux                  	
56716	Q  	O2[+WH] Adv O1 Verb S Aux                         	
56718	Q  	O2[+WH] Adv O3 P O1 Verb S Aux                    	
56720	Q  	O2[+WH] O1 Verb S Aux                             	
56722	Q  	O2[+WH] O3 P O1 Verb S Aux                        	
73260	Q  	S Adv O1[+WH] Verb Not Aux                        	
73261	Q  	S Adv O2 O1[+WH] Verb Not Aux                     	
73262	Q  	S Adv O2[+WH] O1 Verb Not Aux                     	
73263	Q  	S Adv O3 P O1[+WH] Verb Not Aux                   	
73264	Q  	S Adv O3 P O2 O1[+WH] Verb Not Aux                	
73265	Q  	S Adv O3 P O2[+WH] O1 Verb Not Aux                	
73266	Q  	S Adv O3[+WH] P O1 Verb Not Aux                   	
73267	Q  	S Adv O3[+WH] P O2 O1 Verb Not Aux                	
73268	Q  	S Adv O3[+WH] P Verb Not Aux                      	
73269	Q  	S Adv[+WH] O1 Verb Not Aux                        	
73270	Q  	S Adv[+WH] O2 O1 Verb Not Aux                     	
73271	Q  	S Adv[+WH] O3 P O1 Verb Not Aux                   	
73272	Q  	S Adv[+WH] O3 P O2 O1 Verb Not Aux                	
73273	Q  	S Adv[+WH] O3 P Verb Not Aux                      	
73274	Q  	S Adv[+WH] Verb Not Aux                           	
73275	Q  	S O1[+WH] Verb Not Aux                            	
73276	Q  	S O2 O1[+WH] Verb Not Aux                         	
73277	Q  	S O2[+WH] O1 Verb Not Aux                         	
73278	Q  	S O3 P O1[+WH] Verb Not Aux                       	
73279	Q  	S O3 P O2 O1[+WH] Verb Not Aux                    	
73280	Q  	S O3 P O2[+WH] O1 Verb Not Aux                    	
73281	Q  	S O3[+WH] P O1 Verb Not Aux                       	
73282	Q  	S O3[+WH] P O2 O1 Verb Not Aux                    	
73283	Q  	S O3[+WH] P Verb Not Aux                          	
73284	Q  	S Adv O1[+WH] Verb Never Aux                      	
73285	Q  	S Adv O2 O1[+WH] Verb Never Aux                   	
73286	Q  	S Adv O2[+WH] O1 Verb Never Aux                   	
73287	Q  	S Adv O3 P O1[+WH] Verb Never Aux                 	
73288	Q  	S Adv O3 P O2 O1[+WH] Verb Never Aux              	
73289	Q  	S Adv O3 P O2[+WH] O1 Verb Never Aux              	
73290	Q  	S Adv O3[+WH] P O1 Verb Never Aux                 	
73291	Q  	S Adv O3[+WH] P O2 O1 Verb Never Aux              	
73292	Q  	S Adv O3[+WH] P Verb Never Aux                    	
73293	Q  	S Adv[+WH] O1 Verb Never Aux                      	
73294	Q  	S Adv[+WH] O2 O1 Verb Never Aux                   	
73295	Q  	S Adv[+WH] O3 P O1 Verb Never Aux                 	
73296	Q  	S Adv[+WH] O3 P O2 O1 Verb Never Aux              	
73297	Q  	S Adv[+WH] O3 P Verb Never Aux                    	
73298	Q  	S Adv[+WH] Verb Never Aux                         	
73299	Q  	S O1[+WH] Verb Never Aux                          	
73300	Q  	S O2 O1[+WH] Verb Never Aux                       	
73301	Q  	S O2[+WH] O1 Verb Never Aux                       	
73302	Q  	S O3 P O1[+WH] Verb Never Aux                     	
73303	Q  	S O3 P O2 O1[+WH] Verb Never Aux                  	
73304	Q  	S O3 P O2[+WH] O1 Verb Never Aux                  	
73305	Q  	S O3[+WH] P O1 Verb Never Aux                     	
73306	Q  	S O3[+WH] P O2 O1 Verb Never Aux                  	
73307	Q  	S O3[+WH] P Verb Never Aux                        	
73308	Q  	S Adv O1[+WH] Verb Aux                            	
73309	Q  	S Adv O2 O1[+WH] Verb Aux                         	
73310	Q  	S Adv O2[+WH] O1 Verb Aux                         	
73311	Q  	S Adv O3 P O1[+WH] Verb Aux                       	
73312	Q  	S Adv O3 P O2 O1[+WH] Verb Aux                    	
73313	Q  	S Adv O3 P O2[+WH] O1 Verb Aux                    	
73314	Q  	S Adv O3[+WH] P O1 Verb Aux                       	
73315	Q  	S Adv O3[+WH] P O2 O1 Verb Aux                    	
73316	Q  	S Adv O3[+WH] P Verb Aux                          	
73317	Q  	S Adv[+WH] O1 Verb Aux                            	
73318	Q  	S Adv[+WH] O2 O1 Verb Aux                         	
73319	Q  	S Adv[+WH] O3 P O1 Verb Aux                       	
73320	Q  	S Adv[+WH] O3 P O2 O1 Verb Aux                    	
73321	Q  	S Adv[+WH] O3 P Verb Aux                          	
73322	Q  	S Adv[+WH] Verb Aux                               	
73323	Q  	S O1[+WH] Verb Aux                                	
73324	Q  	S O2 O1[+WH] Verb Aux                             	
73325	Q  	S O2[+WH] O1 Verb Aux                             	
73326	Q  	S O3 P O1[+WH] Verb Aux                           	
73327	Q  	S O3 P O2 O1[+WH] Verb Aux                        	
73328	Q  	S O3 P O2[+WH] O1 Verb Aux                        	
73329	Q  	S O3[+WH] P O1 Verb Aux                           	
73330	Q  	S O3[+WH] P O2 O1 Verb Aux                        	
73331	Q  	S O3[+WH] P Verb Aux                              	
78808	Q  	S[+WH] Adv O1 Verb Not Aux                        	
78809	Q  	S[+WH] Adv O2 O1 Verb Not Aux                     	
78810	Q  	S[+WH] Adv O3 P O1 Verb Not Aux                   	
78811	Q  	S[+WH] Adv O3 P O2 O1 Verb Not Aux                	
78812	Q  	S[+WH] Adv O3 P Verb Not Aux                      	
78813	Q  	S[+WH] Adv Verb Not Aux                           	
78814	Q  	S[+WH] O1 Verb Not Aux                            	
78815	Q  	S[+WH] O2 O1 Verb Not Aux                         	
78816	Q  	S[+WH] O3 P O1 Verb Not Aux                       	
78817	Q  	S[+WH] O3 P O2 O1 Verb Not Aux                    	
78818	Q  	S[+WH] O3 P Verb Not Aux                          	
78819	Q  	S[+WH] Verb Not Aux                               	
78820	Q  	S[+WH] Adv O1 Verb Never Aux                      	
78821	Q  	S[+WH] Adv O2 O1 Verb Never Aux                   	
78822	Q  	S[+WH] Adv O3 P O1 Verb Never Aux                 	
78823	Q  	S[+WH] Adv O3 P O2 O1 Verb Never Aux              	
78824	Q  	S[+WH] Adv O3 P Verb Never Aux                    	
78825	Q  	S[+WH] Adv Verb Never Aux                         	
